20211214	11-11	07:34:  	12:28:34	17:23:  	14:29:  	21:03:  	02:49:  	07:06:  	17:51:  	06:34:  	18:23:  	06:03:  	18:54:  
20211230	11-27	07:42:  	12:36:25	17:31:  	03:24:  	08:55:  	14:17:  	07:14:  	17:59:  	06:42:  	18:31:  	06:11:  	19:02:  
20211231	11-28	07:42:  	12:36:54	17:32:  	04:37:  	09:51:  	14:58:  	07:14:  	18:00:  	06:42:  	18:31:  	06:12:  	19:02:  
20220101	11-29	07:43:  	12:37:22	17:32:  	05:53:  	10:53:  	15:48:  	07:14:  	18:00:  	06:43:  	18:32:  	06:12:  	19:03:  
20220102	11-30	07:43:  	12:37:51	17:33:  	07:07:  	11:58:  	16:48:  	07:15:  	18:01:  	06:43:  	18:33:  	06:12:  	19:04:  
20220103	12-01	07:43:  	12:38:19	17:34:  	08:14:  	13:05:  	17:57:  	07:15:  	18:02:  	06:43:  	18:34:  	06:12:  	19:04:  
20220104	12-02	07:43:  	12:38:46	17:35:  	09:12:  	14:09:  	19:10:  	07:15:  	18:03:  	06:43:  	18:34:  	06:13:  	19:05:  
20220105	12-03	07:43:  	12:39:13	17:35:  	09:59:  	15:08:  	20:23:  	07:15:  	18:04:  	06:43:  	18:35:  	06:13:  	19:06:  
20220106	12-04	07:43:  	12:39:40	17:36:  	10:38:  	16:02:  	21:33:  	07:15:  	18:04:  	06:44:  	18:36:  	06:13:  	19:07:  
20220107	12-05	07:43:  	12:40:06	17:37:  	11:11:  	16:51:  	22:38:  	07:15:  	18:05:  	06:44:  	18:37:  	06:13:  	19:07:  
20220108	12-06	07:43:  	12:40:32	17:38:  	11:39:  	17:36:  	23:40:  	07:15:  	18:06:  	06:44:  	18:37:  	06:13:  	19:08:  
20220109	12-07	07:43:  	12:40:57	17:39:  	12:06:  	18:19:  	--:--:  	07:15:  	18:07:  	06:44:  	18:38:  	06:13:  	19:09:  
20220110	12-08	07:43:  	12:41:22	17:40:  	12:32:  	19:01:  	00:40:  	07:15:  	18:08:  	06:44:  	18:39:  	06:13:  	19:10:  
20220111	12-09	07:43:  	12:41:46	17:41:  	12:58:  	19:43:  	01:39:  	07:15:  	18:09:  	06:44:  	18:40:  	06:13:  	19:11:  
20220112	12-10	07:43:  	12:42:09	17:42:  	13:26:  	20:27:  	02:37:  	07:15:  	18:09:  	06:44:  	18:41:  	06:13:  	19:11:  
20220113	12-11	07:43:  	12:42:32	17:43:  	13:58:  	21:12:  	03:35:  	07:15:  	18:10:  	06:44:  	18:42:  	06:13:  	19:12:  
20220114	12-12	07:42:  	12:42:54	17:44:  	14:34:  	21:59:  	04:33:  	07:15:  	18:11:  	06:44:  	18:43:  	06:13:  	19:13:  
20220115	12-13	07:42:  	12:43:16	17:45:  	15:15:  	22:49:  	05:30:  	07:15:  	18:12:  	06:43:  	18:43:  	06:13:  	19:14:  
20220116	12-14	07:42:  	12:43:37	17:46:  	16:03:  	23:40:  	06:25:  	07:14:  	18:13:  	06:43:  	18:44:  	06:13:  	19:15:  
20220117	12-15	07:42:  	12:43:57	17:46:  	16:56:  	--:--:  	07:16:  	07:14:  	18:14:  	06:43:  	18:45:  	06:13:  	19:16:  
20220118	12-16	07:41:  	12:44:16	17:47:  	17:54:  	00:31:  	08:02:  	07:14:  	18:15:  	06:43:  	18:46:  	06:12:  	19:16:  
20220119	12-17	07:41:  	12:44:35	17:48:  	18:54:  	01:21:  	08:43:  	07:14:  	18:16:  	06:43:  	18:47:  	06:12:  	19:17:  
20220120	12-18	07:41:  	12:44:53	17:49:  	19:56:  	02:10:  	09:19:  	07:13:  	18:17:  	06:42:  	18:48:  	06:12:  	19:18:  
20220121	12-19	07:40:  	12:45:10	17:50:  	20:57:  	02:57:  	09:50:  	07:13:  	18:18:  	06:42:  	18:49:  	06:12:  	19:19:  
20220122	12-20	07:40:  	12:45:27	17:51:  	21:59:  	03:43:  	10:19:  	07:12:  	18:19:  	06:42:  	18:50:  	06:11:  	19:20:  
20220123	12-21	07:39:  	12:45:43	17:52:  	23:01:  	04:27:  	10:47:  	07:12:  	18:20:  	06:41:  	18:51:  	06:11:  	19:21:  
20220124	12-22	07:39:  	12:45:58	17:54:  	--:--:  	05:12:  	11:14:  	07:12:  	18:21:  	06:41:  	18:51:  	06:11:  	19:22:  
20220125	12-23	07:38:  	12:46:12	17:55:  	00:05:  	05:58:  	11:43:  	07:11:  	18:22:  	06:40:  	18:52:  	06:10:  	19:23:  
20220126	12-24	07:38:  	12:46:25	17:56:  	01:11:  	06:47:  	12:15:  	07:11:  	18:23:  	06:40:  	18:53:  	06:10:  	19:23:  
20220127	12-25	07:37:  	12:46:38	17:57:  	02:20:  	07:39:  	12:52:  	07:10:  	18:24:  	06:39:  	18:54:  	06:09:  	19:24:  
20220128	12-26	07:36:  	12:46:50	17:58:  	03:32:  	08:36:  	13:36:  	07:09:  	18:25:  	06:39:  	18:55:  	06:09:  	19:25:  
20220129	12-27	07:36:  	12:47:01	17:59:  	04:44:  	09:38:  	14:29:  	07:09:  	18:26:  	06:38:  	18:56:  	06:08:  	19:26:  
20220130	12-28	07:35:  	12:47:11	18:00:  	05:53:  	10:42:  	15:32:  	07:08:  	18:27:  	06:38:  	18:57:  	06:08:  	19:27:  
20220131	12-29	07:34:  	12:47:21	18:01:  	06:55:  	11:47:  	16:43:  	07:08:  	18:27:  	06:37:  	18:58:  	06:07:  	19:28:  
20220201	01-01	07:34:  	12:47:30	18:02:  	07:47:  	12:49:  	17:56:  	07:07:  	18:28:  	06:37:  	18:59:  	06:07:  	19:29:  
20220202	01-02	07:33:  	12:47:38	18:03:  	08:30:  	13:46:  	19:09:  	07:06:  	18:29:  	06:36:  	19:00:  	06:06:  	19:30:  
20220203	01-03	07:32:  	12:47:45	18:04:  	09:06:  	14:38:  	20:18:  	07:05:  	18:30:  	06:35:  	19:01:  	06:05:  	19:31:  
20220204	01-04	07:31:  	12:47:51	18:05:  	09:37:  	15:26:  	21:24:  	07:05:  	18:31:  	06:34:  	19:02:  	06:05:  	19:31:  
20220205	01-05	07:30:  	12:47:56	18:06:  	10:05:  	16:11:  	22:26:  	07:04:  	18:32:  	06:34:  	19:03:  	06:04:  	19:32:  
20220206	01-06	07:30:  	12:48:01	18:07:  	10:32:  	16:55:  	23:27:  	07:03:  	18:33:  	06:33:  	19:03:  	06:03:  	19:33:  
20220207	01-07	07:29:  	12:48:05	18:08:  	10:58:  	17:38:  	--:--:  	07:02:  	18:34:  	06:32:  	19:04:  	06:02:  	19:34:  
20220208	01-08	07:28:  	12:48:08	18:09:  	11:26:  	18:21:  	00:26:  	07:01:  	18:35:  	06:31:  	19:05:  	06:02:  	19:35:  
20220209	01-09	07:27:  	12:48:10	18:10:  	11:57:  	19:07:  	01:25:  	07:01:  	18:36:  	06:31:  	19:06:  	06:01:  	19:36:  
20220210	01-10	07:26:  	12:48:11	18:11:  	12:31:  	19:53:  	02:24:  	07:00:  	18:37:  	06:30:  	19:07:  	06:00:  	19:37:  
20220211	01-11	07:25:  	12:48:12	18:12:  	13:11:  	20:42:  	03:22:  	06:59:  	18:38:  	06:29:  	19:08:  	05:59:  	19:38:  
20220212	01-12	07:24:  	12:48:11	18:13:  	13:56:  	21:33:  	04:18:  	06:58:  	18:39:  	06:28:  	19:09:  	05:58:  	19:39:  
20220213	01-13	07:23:  	12:48:10	18:14:  	14:47:  	22:24:  	05:10:  	06:57:  	18:40:  	06:27:  	19:10:  	05:57:  	19:39:  
20220214	01-14	07:22:  	12:48:09	18:15:  	15:44:  	23:15:  	05:58:  	06:56:  	18:41:  	06:26:  	19:11:  	05:56:  	19:40:  
20220215	01-15	07:21:  	12:48:06	18:16:  	16:44:  	--:--:  	06:41:  	06:55:  	18:42:  	06:25:  	19:12:  	05:56:  	19:41:  
20220216	01-16	07:20:  	12:48:03	18:17:  	17:46:  	00:05:  	07:19:  	06:54:  	18:43:  	06:24:  	19:13:  	05:55:  	19:42:  
20220217	01-17	07:19:  	12:47:59	18:18:  	18:49:  	00:53:  	07:52:  	06:53:  	18:44:  	06:23:  	19:13:  	05:54:  	19:43:  
20220218	01-18	07:18:  	12:47:54	18:19:  	19:51:  	01:40:  	08:22:  	06:52:  	18:45:  	06:22:  	19:14:  	05:53:  	19:44:  
20220219	01-19	07:16:  	12:47:49	18:20:  	20:54:  	02:25:  	08:50:  	06:51:  	18:46:  	06:21:  	19:15:  	05:51:  	19:45:  
20220220	01-20	07:15:  	12:47:43	18:21:  	21:58:  	03:10:  	09:18:  	06:49:  	18:46:  	06:20:  	19:16:  	05:50:  	19:46:  
20220221	01-21	07:14:  	12:47:36	18:22:  	23:04:  	03:56:  	09:46:  	06:48:  	18:47:  	06:19:  	19:17:  	05:49:  	19:46:  
20220222	01-22	07:13:  	12:47:29	18:23:  	--:--:  	04:44:  	10:16:  	06:47:  	18:48:  	06:18:  	19:18:  	05:48:  	19:47:  
20220223	01-23	07:12:  	12:47:21	18:23:  	00:12:  	05:35:  	10:51:  	06:46:  	18:49:  	06:17:  	19:19:  	05:47:  	19:48:  
20220224	01-24	07:11:  	12:47:13	18:24:  	01:21:  	06:29:  	11:32:  	06:45:  	18:50:  	06:15:  	19:20:  	05:46:  	19:49:  
20220225	01-25	07:09:  	12:47:04	18:25:  	02:32:  	07:28:  	12:20:  	06:44:  	18:51:  	06:14:  	19:21:  	05:45:  	19:50:  
20220226	01-26	07:08:  	12:46:54	18:26:  	03:40:  	08:29:  	13:18:  	06:42:  	18:52:  	06:13:  	19:21:  	05:44:  	19:51:  
20220227	01-27	07:07:  	12:46:44	18:27:  	04:43:  	09:32:  	14:24:  	06:41:  	18:53:  	06:12:  	19:22:  	05:42:  	19:52:  
20220228	01-28	07:06:  	12:46:34	18:28:  	05:37:  	10:33:  	15:34:  	06:40:  	18:54:  	06:11:  	19:23:  	05:41:  	19:53:  
20220301	01-29	07:04:  	12:46:22	18:29:  	06:23:  	11:31:  	16:46:  	06:39:  	18:55:  	06:09:  	19:24:  	05:40:  	19:53:  
20220302	01-30	07:03:  	12:46:11	18:30:  	07:01:  	12:25:  	17:56:  	06:38:  	18:55:  	06:08:  	19:25:  	05:39:  	19:54:  
20220303	02-01	07:02:  	12:45:59	18:31:  	07:34:  	13:14:  	19:04:  	06:36:  	18:56:  	06:07:  	19:26:  	05:37:  	19:55:  
20220304	02-02	07:00:  	12:45:46	18:32:  	08:03:  	14:01:  	20:08:  	06:35:  	18:57:  	06:06:  	19:27:  	05:36:  	19:56:  
20220305	02-03	06:59:  	12:45:33	18:33:  	08:30:  	14:46:  	21:11:  	06:34:  	18:58:  	06:04:  	19:27:  	05:35:  	19:57:  
20220306	02-04	06:58:  	12:45:19	18:33:  	08:57:  	15:30:  	22:12:  	06:32:  	18:59:  	06:03:  	19:28:  	05:34:  	19:58:  
20220307	02-05	06:56:  	12:45:05	18:34:  	09:25:  	16:14:  	23:12:  	06:31:  	19:00:  	06:02:  	19:29:  	05:32:  	19:59:  
20220308	02-06	06:55:  	12:44:51	18:35:  	09:54:  	16:59:  	--:--:  	06:30:  	19:01:  	06:00:  	19:30:  	05:31:  	20:00:  
20220309	02-07	06:54:  	12:44:36	18:36:  	10:27:  	17:46:  	00:12:  	06:28:  	19:01:  	05:59:  	19:31:  	05:29:  	20:00:  
20220310	02-08	06:52:  	12:44:21	18:37:  	11:05:  	18:34:  	01:11:  	06:27:  	19:02:  	05:58:  	19:32:  	05:28:  	20:01:  
20220311	02-09	06:51:  	12:44:05	18:38:  	11:48:  	19:24:  	02:08:  	06:26:  	19:03:  	05:56:  	19:33:  	05:27:  	20:02:  
20220312	02-10	06:50:  	12:43:50	18:39:  	12:37:  	20:15:  	03:02:  	06:24:  	19:04:  	05:55:  	19:33:  	05:25:  	20:03:  
20220313	02-11	06:48:  	12:43:34	18:39:  	13:31:  	21:06:  	03:52:  	06:23:  	19:05:  	05:53:  	19:34:  	05:24:  	20:04:  
20220314	02-12	06:47:  	12:43:17	18:40:  	14:30:  	21:56:  	04:37:  	06:22:  	19:06:  	05:52:  	19:35:  	05:22:  	20:05:  
20220315	02-13	06:45:  	12:43:00	18:41:  	15:32:  	22:45:  	05:16:  	06:20:  	19:06:  	05:51:  	19:36:  	05:21:  	20:06:  
20220316	02-14	06:44:  	12:42:43	18:42:  	16:34:  	23:33:  	05:51:  	06:19:  	19:07:  	05:49:  	19:37:  	05:20:  	20:07:  
20220317	02-15	06:43:  	12:42:26	18:43:  	17:38:  	--:--:  	06:22:  	06:17:  	19:08:  	05:48:  	19:38:  	05:18:  	20:07:  
20220318	02-16	06:41:  	12:42:09	18:44:  	18:42:  	00:19:  	06:51:  	06:16:  	19:09:  	05:46:  	19:39:  	05:17:  	20:08:  
20220319	02-17	06:40:  	12:41:51	18:44:  	19:47:  	01:05:  	07:19:  	06:14:  	19:10:  	05:45:  	19:39:  	05:15:  	20:09:  
20220320	02-18	06:38:  	12:41:34	18:45:  	20:54:  	01:52:  	07:47:  	06:13:  	19:11:  	05:44:  	19:40:  	05:14:  	20:10:  
20220321	02-19	06:37:  	12:41:16	18:46:  	22:02:  	02:40:  	08:17:  	06:12:  	19:11:  	05:42:  	19:41:  	05:12:  	20:11:  
20220322	02-20	06:36:  	12:40:58	18:47:  	23:13:  	03:30:  	08:51:  	06:10:  	19:12:  	05:41:  	19:42:  	05:11:  	20:12:  
20220323	02-21	06:34:  	12:40:40	18:48:  	--:--:  	04:25:  	09:30:  	06:09:  	19:13:  	05:39:  	19:43:  	05:09:  	20:13:  
20220324	02-22	06:33:  	12:40:22	18:49:  	00:24:  	05:23:  	10:16:  	06:07:  	19:14:  	05:38:  	19:44:  	05:08:  	20:14:  
20220325	02-23	06:31:  	12:40:04	18:49:  	01:34:  	06:23:  	11:11:  	06:06:  	19:15:  	05:36:  	19:45:  	05:06:  	20:15:  
20220326	02-24	06:30:  	12:39:46	18:50:  	02:38:  	07:25:  	12:14:  	06:05:  	19:16:  	05:35:  	19:45:  	05:05:  	20:16:  
20220327	02-25	06:28:  	12:39:28	18:51:  	03:33:  	08:26:  	13:22:  	06:03:  	19:16:  	05:33:  	19:46:  	05:03:  	20:17:  
20220328	02-26	06:27:  	12:39:10	18:52:  	04:20:  	09:23:  	14:32:  	06:02:  	19:17:  	05:32:  	19:47:  	05:01:  	20:18:  
20220329	02-27	06:26:  	12:38:52	18:53:  	05:00:  	10:17:  	15:41:  	06:00:  	19:18:  	05:30:  	19:48:  	05:00:  	20:19:  
20220330	02-28	06:24:  	12:38:34	18:53:  	05:33:  	11:07:  	16:48:  	05:59:  	19:19:  	05:29:  	19:49:  	04:58:  	20:20:  
20220331	02-29	06:23:  	12:38:16	18:54:  	06:03:  	11:53:  	17:53:  	05:57:  	19:20:  	05:27:  	19:50:  	04:57:  	20:21:  
20220401	03-01	06:21:  	12:37:58	18:55:  	06:30:  	12:38:  	18:55:  	05:56:  	19:21:  	05:26:  	19:51:  	04:55:  	20:22:  
20220402	03-02	06:20:  	12:37:41	18:56:  	06:57:  	13:22:  	19:57:  	05:54:  	19:21:  	05:24:  	19:52:  	04:54:  	20:23:  
20220403	03-03	06:19:  	12:37:23	18:57:  	07:24:  	14:06:  	20:58:  	05:53:  	19:22:  	05:23:  	19:53:  	04:52:  	20:23:  
20220404	03-04	06:17:  	12:37:06	18:57:  	07:53:  	14:51:  	21:59:  	05:52:  	19:23:  	05:21:  	19:53:  	04:51:  	20:24:  
20220405	03-05	06:16:  	12:36:48	18:58:  	08:24:  	15:38:  	22:59:  	05:50:  	19:24:  	05:20:  	19:54:  	04:49:  	20:25:  
20220406	03-06	06:15:  	12:36:31	18:59:  	09:00:  	16:26:  	23:58:  	05:49:  	19:25:  	05:18:  	19:55:  	04:47:  	20:27:  
20220407	03-07	06:13:  	12:36:14	19:00:  	09:41:  	17:16:  	--:--:  	05:47:  	19:26:  	05:17:  	19:56:  	04:46:  	20:28:  
20220408	03-08	06:12:  	12:35:58	19:01:  	10:27:  	18:06:  	00:54:  	05:46:  	19:27:  	05:16:  	19:57:  	04:44:  	20:29:  
20220409	03-09	06:10:  	12:35:41	19:02:  	11:20:  	18:57:  	01:45:  	05:45:  	19:27:  	05:14:  	19:58:  	04:43:  	20:30:  
20220410	03-10	06:09:  	12:35:25	19:02:  	12:16:  	19:47:  	02:32:  	05:43:  	19:28:  	05:13:  	19:59:  	04:41:  	20:31:  
20220411	03-11	06:08:  	12:35:09	19:03:  	13:16:  	20:36:  	03:13:  	05:42:  	19:29:  	05:11:  	20:00:  	04:40:  	20:32:  
20220412	03-12	06:06:  	12:34:53	19:04:  	14:18:  	21:24:  	03:49:  	05:40:  	19:30:  	05:10:  	20:01:  	04:38:  	20:33:  
20220413	03-13	06:05:  	12:34:38	19:05:  	15:20:  	22:10:  	04:21:  	05:39:  	19:31:  	05:08:  	20:02:  	04:36:  	20:34:  
20220414	03-14	06:04:  	12:34:23	19:06:  	16:24:  	22:56:  	04:50:  	05:38:  	19:32:  	05:07:  	20:03:  	04:35:  	20:35:  
20220415	03-15	06:02:  	12:34:08	19:06:  	17:29:  	23:42:  	05:18:  	05:36:  	19:33:  	05:05:  	20:04:  	04:33:  	20:36:  
20220416	03-16	06:01:  	12:33:53	19:07:  	18:36:  	--:--:  	05:46:  	05:35:  	19:33:  	05:04:  	20:05:  	04:32:  	20:37:  
20220417	03-17	06:00:  	12:33:39	19:08:  	19:45:  	00:30:  	06:16:  	05:34:  	19:34:  	05:02:  	20:06:  	04:30:  	20:38:  
20220418	03-18	05:59:  	12:33:26	19:09:  	20:57:  	01:21:  	06:49:  	05:32:  	19:35:  	05:01:  	20:07:  	04:29:  	20:39:  
20220419	03-19	05:57:  	12:33:12	19:10:  	22:11:  	02:15:  	07:26:  	05:31:  	19:36:  	05:00:  	20:08:  	04:27:  	20:40:  
20220420	03-20	05:56:  	12:32:59	19:10:  	23:24:  	03:14:  	08:11:  	05:30:  	19:37:  	04:58:  	20:09:  	04:26:  	20:41:  
20220421	03-21	05:55:  	12:32:47	19:11:  	--:--:  	04:15:  	09:04:  	05:28:  	19:38:  	04:57:  	20:09:  	04:24:  	20:42:  
20220422	03-22	05:54:  	12:32:35	19:12:  	00:32:  	05:19:  	10:06:  	05:27:  	19:39:  	04:55:  	20:10:  	04:22:  	20:44:  
20220423	03-23	05:52:  	12:32:23	19:13:  	01:31:  	06:21:  	11:13:  	05:26:  	19:40:  	04:54:  	20:11:  	04:21:  	20:45:  
20220424	03-24	05:51:  	12:32:12	19:14:  	02:21:  	07:19:  	12:23:  	05:25:  	19:40:  	04:53:  	20:12:  	04:19:  	20:46:  
20220425	03-25	05:50:  	12:32:02	19:15:  	03:02:  	08:14:  	13:32:  	05:23:  	19:41:  	04:51:  	20:13:  	04:18:  	20:47:  
20220426	03-26	05:49:  	12:31:52	19:15:  	03:36:  	09:04:  	14:39:  	05:22:  	19:42:  	04:50:  	20:14:  	04:16:  	20:48:  
20220427	03-27	05:48:  	12:31:42	19:16:  	04:06:  	09:50:  	15:43:  	05:21:  	19:43:  	04:49:  	20:15:  	04:15:  	20:49:  
20220428	03-28	05:47:  	12:31:33	19:17:  	04:33:  	10:35:  	16:45:  	05:20:  	19:44:  	04:47:  	20:16:  	04:14:  	20:50:  
20220429	03-29	05:45:  	12:31:25	19:18:  	04:59:  	11:18:  	17:46:  	05:19:  	19:45:  	04:46:  	20:17:  	04:12:  	20:52:  
20220430	03-30	05:44:  	12:31:17	19:19:  	05:26:  	12:02:  	18:47:  	05:17:  	19:46:  	04:45:  	20:18:  	04:11:  	20:53:  
20220501	04-01	05:43:  	12:31:09	19:20:  	05:53:  	12:46:  	19:47:  	05:16:  	19:47:  	04:44:  	20:19:  	04:09:  	20:54:  
20220502	04-02	05:42:  	12:31:02	19:20:  	06:23:  	13:31:  	20:48:  	05:15:  	19:48:  	04:42:  	20:20:  	04:08:  	20:55:  
20220503	04-03	05:41:  	12:30:56	19:21:  	06:57:  	14:19:  	21:47:  	05:14:  	19:49:  	04:41:  	20:21:  	04:06:  	20:56:  
20220504	04-04	05:40:  	12:30:50	19:22:  	07:36:  	15:08:  	22:45:  	05:13:  	19:49:  	04:40:  	20:22:  	04:05:  	20:57:  
20220505	04-05	05:39:  	12:30:45	19:23:  	08:21:  	15:59:  	23:38:  	05:12:  	19:50:  	04:39:  	20:23:  	04:04:  	20:59:  
20220506	04-06	05:38:  	12:30:40	19:24:  	09:11:  	16:50:  	--:--:  	05:11:  	19:51:  	04:38:  	20:25:  	04:02:  	21:00:  
20220507	04-07	05:37:  	12:30:36	19:24:  	10:05:  	17:40:  	00:27:  	05:10:  	19:52:  	04:36:  	20:26:  	04:01:  	21:01:  
20220508	04-08	05:36:  	12:30:32	19:25:  	11:03:  	18:29:  	01:09:  	05:09:  	19:53:  	04:35:  	20:27:  	04:00:  	21:02:  
20220509	04-09	05:35:  	12:30:29	19:26:  	12:03:  	19:16:  	01:47:  	05:08:  	19:54:  	04:34:  	20:28:  	03:58:  	21:03:  
20220510	04-10	05:34:  	12:30:27	19:27:  	13:04:  	20:01:  	02:20:  	05:07:  	19:55:  	04:33:  	20:29:  	03:57:  	21:05:  
20220511	04-11	05:34:  	12:30:25	19:28:  	14:06:  	20:46:  	02:49:  	05:06:  	19:56:  	04:32:  	20:30:  	03:56:  	21:06:  
20220512	04-12	05:33:  	12:30:23	19:29:  	15:09:  	21:32:  	03:17:  	05:05:  	19:57:  	04:31:  	20:31:  	03:55:  	21:07:  
20220513	04-13	05:32:  	12:30:22	19:29:  	16:14:  	22:18:  	03:45:  	05:04:  	19:57:  	04:30:  	20:32:  	03:54:  	21:08:  
20220514	04-14	05:31:  	12:30:22	19:30:  	17:22:  	23:07:  	04:13:  	05:03:  	19:58:  	04:29:  	20:32:  	03:52:  	21:09:  
20220515	04-15	05:30:  	12:30:22	19:31:  	18:33:  	--:--:  	04:44:  	05:02:  	19:59:  	04:28:  	20:33:  	03:51:  	21:10:  
20220516	04-16	05:29:  	12:30:23	19:32:  	19:48:  	00:00:  	05:19:  	05:01:  	20:00:  	04:27:  	20:34:  	03:50:  	21:11:  
20220517	04-17	05:29:  	12:30:24	19:32:  	21:04:  	00:58:  	06:01:  	05:00:  	20:01:  	04:26:  	20:35:  	03:49:  	21:13:  
20220518	04-18	05:28:  	12:30:26	19:33:  	22:17:  	02:00:  	06:52:  	05:00:  	20:02:  	04:25:  	20:36:  	03:48:  	21:14:  
20220519	04-19	05:27:  	12:30:29	19:34:  	23:22:  	03:05:  	07:52:  	04:59:  	20:03:  	04:24:  	20:37:  	03:47:  	21:15:  
20220520	04-20	05:27:  	12:30:32	19:35:  	--:--:  	04:10:  	09:01:  	04:58:  	20:03:  	04:23:  	20:38:  	03:46:  	21:16:  
20220521	04-21	05:26:  	12:30:35	19:36:  	00:17:  	05:12:  	10:12:  	04:57:  	20:04:  	04:23:  	20:39:  	03:45:  	21:17:  
20220522	04-22	05:25:  	12:30:39	19:36:  	01:02:  	06:09:  	11:23:  	04:57:  	20:05:  	04:22:  	20:40:  	03:44:  	21:18:  
20220523	04-23	05:25:  	12:30:44	19:37:  	01:39:  	07:02:  	12:32:  	04:56:  	20:06:  	04:21:  	20:41:  	03:43:  	21:19:  
20220524	04-24	05:24:  	12:30:49	19:38:  	02:10:  	07:49:  	13:37:  	04:55:  	20:07:  	04:20:  	20:42:  	03:42:  	21:20:  
20220525	04-25	05:24:  	12:30:55	19:38:  	02:38:  	08:34:  	14:39:  	04:55:  	20:07:  	04:20:  	20:43:  	03:41:  	21:21:  
20220526	04-26	05:23:  	12:31:01	19:39:  	03:04:  	09:17:  	15:39:  	04:54:  	20:08:  	04:19:  	20:44:  	03:40:  	21:22:  
20220527	04-27	05:23:  	12:31:08	19:40:  	03:30:  	10:00:  	16:39:  	04:54:  	20:09:  	04:18:  	20:45:  	03:40:  	21:23:  
20220528	04-28	05:22:  	12:31:15	19:41:  	03:56:  	10:43:  	17:39:  	04:53:  	20:10:  	04:18:  	20:45:  	03:39:  	21:24:  
20220529	04-29	05:22:  	12:31:23	19:41:  	04:25:  	11:28:  	18:39:  	04:53:  	20:10:  	04:17:  	20:46:  	03:38:  	21:25:  
20220530	05-01	05:21:  	12:31:31	19:42:  	04:58:  	12:15:  	19:39:  	04:52:  	20:11:  	04:16:  	20:47:  	03:37:  	21:26:  
20220531	05-02	05:21:  	12:31:40	19:43:  	05:34:  	13:03:  	20:37:  	04:52:  	20:12:  	04:16:  	20:48:  	03:37:  	21:27:  
20220601	05-03	05:21:  	12:31:49	19:43:  	06:17:  	13:53:  	21:32:  	04:51:  	20:12:  	04:15:  	20:49:  	03:36:  	21:28:  
20220602	05-04	05:20:  	12:31:58	19:44:  	07:05:  	14:44:  	22:23:  	04:51:  	20:13:  	04:15:  	20:49:  	03:35:  	21:29:  
20220603	05-05	05:20:  	12:32:08	19:44:  	07:58:  	15:34:  	23:07:  	04:51:  	20:14:  	04:15:  	20:50:  	03:35:  	21:30:  
20220604	05-06	05:20:  	12:32:18	19:45:  	08:55:  	16:23:  	23:46:  	04:50:  	20:14:  	04:14:  	20:51:  	03:34:  	21:31:  
20220605	05-07	05:20:  	12:32:29	19:46:  	09:54:  	17:11:  	--:--:  	04:50:  	20:15:  	04:14:  	20:51:  	03:34:  	21:32:  
