20211214	11-11	07:25:  	12:17:12	17:09:  	14:17:  	20:52:  	02:37:  	06:56:  	17:38:  	06:24:  	18:10:  	05:53:  	18:41:  
20220119	12-17	07:31:  	12:33:13	17:35:  	18:40:  	01:10:  	08:33:  	07:04:  	18:03:  	06:32:  	18:34:  	06:02:  	19:05:  
20220120	12-18	07:31:  	12:33:31	17:36:  	19:42:  	01:59:  	09:09:  	07:03:  	18:04:  	06:32:  	18:35:  	06:01:  	19:06:  
20220121	12-19	07:30:  	12:33:48	17:37:  	20:44:  	02:46:  	09:40:  	07:03:  	18:05:  	06:32:  	18:36:  	06:01:  	19:07:  
20220122	12-20	07:30:  	12:34:05	17:38:  	21:47:  	03:31:  	10:09:  	07:02:  	18:06:  	06:31:  	18:37:  	06:01:  	19:08:  
20220123	12-21	07:30:  	12:34:20	17:40:  	22:49:  	04:16:  	10:36:  	07:02:  	18:07:  	06:31:  	18:38:  	06:00:  	19:09:  
20220124	12-22	07:29:  	12:34:35	17:41:  	23:53:  	05:00:  	11:02:  	07:02:  	18:08:  	06:30:  	18:39:  	06:00:  	19:10:  
20220125	12-23	07:28:  	12:34:50	17:42:  	--:--:  	05:46:  	11:31:  	07:01:  	18:09:  	06:30:  	18:40:  	06:00:  	19:10:  
20220126	12-24	07:28:  	12:35:03	17:43:  	01:00:  	06:35:  	12:02:  	07:00:  	18:10:  	06:29:  	18:41:  	05:59:  	19:11:  
20220127	12-25	07:27:  	12:35:16	17:44:  	02:09:  	07:27:  	12:38:  	07:00:  	18:11:  	06:29:  	18:42:  	05:59:  	19:12:  
20220128	12-26	07:27:  	12:35:28	17:45:  	03:22:  	08:24:  	13:22:  	06:59:  	18:12:  	06:28:  	18:43:  	05:58:  	19:13:  
20220129	12-27	07:26:  	12:35:39	17:46:  	04:34:  	09:26:  	14:15:  	06:59:  	18:13:  	06:28:  	18:44:  	05:58:  	19:14:  
20220130	12-28	07:25:  	12:35:49	17:47:  	05:44:  	10:31:  	15:18:  	06:58:  	18:14:  	06:27:  	18:45:  	05:57:  	19:15:  
20220131	12-29	07:24:  	12:35:59	17:48:  	06:45:  	11:35:  	16:28:  	06:57:  	18:15:  	06:27:  	18:46:  	05:56:  	19:16:  
20220201	01-01	07:24:  	12:36:07	17:49:  	07:37:  	12:37:  	17:42:  	06:57:  	18:16:  	06:26:  	18:47:  	05:56:  	19:17:  
20220202	01-02	07:23:  	12:36:15	17:50:  	08:20:  	13:34:  	18:55:  	06:56:  	18:17:  	06:25:  	18:48:  	05:55:  	19:18:  
20220203	01-03	07:22:  	12:36:22	17:51:  	08:55:  	14:26:  	20:05:  	06:55:  	18:18:  	06:25:  	18:49:  	05:54:  	19:19:  
20220204	01-04	07:21:  	12:36:29	17:52:  	09:26:  	15:14:  	21:11:  	06:54:  	18:19:  	06:24:  	18:50:  	05:54:  	19:20:  
20220205	01-05	07:20:  	12:36:34	17:53:  	09:53:  	15:59:  	22:14:  	06:54:  	18:20:  	06:23:  	18:50:  	05:53:  	19:21:  
20220206	01-06	07:19:  	12:36:39	17:54:  	10:20:  	16:43:  	23:15:  	06:53:  	18:21:  	06:22:  	18:51:  	05:52:  	19:21:  
20220207	01-07	07:19:  	12:36:42	17:55:  	10:46:  	17:26:  	--:--:  	06:52:  	18:22:  	06:22:  	18:52:  	05:52:  	19:22:  
20220208	01-08	07:18:  	12:36:45	17:56:  	11:13:  	18:10:  	00:15:  	06:51:  	18:23:  	06:21:  	18:53:  	05:51:  	19:23:  
20220209	01-09	07:17:  	12:36:48	17:57:  	11:44:  	18:55:  	01:15:  	06:50:  	18:24:  	06:20:  	18:54:  	05:50:  	19:24:  
20220210	01-10	07:16:  	12:36:49	17:58:  	12:18:  	19:42:  	02:14:  	06:49:  	18:25:  	06:19:  	18:55:  	05:49:  	19:25:  
20220211	01-11	07:15:  	12:36:49	17:59:  	12:57:  	20:31:  	03:12:  	06:48:  	18:26:  	06:18:  	18:56:  	05:48:  	19:26:  
20220212	01-12	07:14:  	12:36:49	18:00:  	13:42:  	21:21:  	04:08:  	06:47:  	18:27:  	06:17:  	18:57:  	05:47:  	19:27:  
20220213	01-13	07:13:  	12:36:48	18:01:  	14:33:  	22:12:  	05:01:  	06:46:  	18:28:  	06:16:  	18:58:  	05:46:  	19:28:  
20220214	01-14	07:12:  	12:36:47	18:02:  	15:30:  	23:03:  	05:49:  	06:45:  	18:29:  	06:15:  	18:59:  	05:45:  	19:29:  
20220215	01-15	07:10:  	12:36:44	18:03:  	16:30:  	23:53:  	06:31:  	06:44:  	18:30:  	06:14:  	19:00:  	05:44:  	19:30:  
20220216	01-16	07:09:  	12:36:41	18:04:  	17:32:  	--:--:  	07:09:  	06:43:  	18:31:  	06:13:  	19:01:  	05:43:  	19:31:  
20220217	01-17	07:08:  	12:36:37	18:05:  	18:36:  	00:41:  	07:42:  	06:42:  	18:32:  	06:12:  	19:02:  	05:42:  	19:31:  
20220218	01-18	07:07:  	12:36:32	18:06:  	19:39:  	01:28:  	08:11:  	06:41:  	18:33:  	06:11:  	19:03:  	05:41:  	19:32:  
20220219	01-19	07:06:  	12:36:27	18:07:  	20:42:  	02:14:  	08:39:  	06:40:  	18:34:  	06:10:  	19:04:  	05:40:  	19:33:  
20220220	01-20	07:05:  	12:36:21	18:08:  	21:47:  	02:59:  	09:06:  	06:39:  	18:35:  	06:09:  	19:04:  	05:39:  	19:34:  
20220221	01-21	07:04:  	12:36:14	18:09:  	22:53:  	03:45:  	09:34:  	06:38:  	18:35:  	06:08:  	19:05:  	05:38:  	19:35:  
20220222	01-22	07:02:  	12:36:07	18:10:  	--:--:  	04:32:  	10:04:  	06:36:  	18:36:  	06:07:  	19:06:  	05:37:  	19:36:  
20220223	01-23	07:01:  	12:35:59	18:11:  	00:01:  	05:23:  	10:38:  	06:35:  	18:37:  	06:05:  	19:07:  	05:36:  	19:37:  
20220224	01-24	07:00:  	12:35:51	18:12:  	01:11:  	06:17:  	11:18:  	06:34:  	18:38:  	06:04:  	19:08:  	05:35:  	19:38:  
20220225	01-25	06:59:  	12:35:42	18:13:  	02:22:  	07:16:  	12:06:  	06:33:  	18:39:  	06:03:  	19:09:  	05:33:  	19:39:  
20220226	01-26	06:57:  	12:35:32	18:14:  	03:31:  	08:18:  	13:03:  	06:32:  	18:40:  	06:02:  	19:10:  	05:32:  	19:40:  
20220227	01-27	06:56:  	12:35:22	18:15:  	04:34:  	09:20:  	14:09:  	06:30:  	18:41:  	06:01:  	19:11:  	05:31:  	19:40:  
20220228	01-28	06:55:  	12:35:11	18:16:  	05:28:  	10:22:  	15:20:  	06:29:  	18:42:  	05:59:  	19:12:  	05:30:  	19:41:  
20220301	01-29	06:53:  	12:35:00	18:17:  	06:13:  	11:19:  	16:33:  	06:28:  	18:43:  	05:58:  	19:13:  	05:28:  	19:42:  
20220302	01-30	06:52:  	12:34:49	18:18:  	06:50:  	12:13:  	17:43:  	06:26:  	18:44:  	05:57:  	19:13:  	05:27:  	19:43:  
20220303	02-01	06:51:  	12:34:36	18:19:  	07:23:  	13:03:  	18:51:  	06:25:  	18:45:  	05:55:  	19:14:  	05:26:  	19:44:  
20220304	02-02	06:49:  	12:34:24	18:20:  	07:52:  	13:49:  	19:56:  	06:24:  	18:46:  	05:54:  	19:15:  	05:24:  	19:45:  
20220305	02-03	06:48:  	12:34:11	18:21:  	08:18:  	14:34:  	20:59:  	06:23:  	18:46:  	05:53:  	19:16:  	05:23:  	19:46:  
20220306	02-04	06:47:  	12:33:57	18:22:  	08:45:  	15:18:  	22:01:  	06:21:  	18:47:  	05:52:  	19:17:  	05:22:  	19:47:  
20220307	02-05	06:45:  	12:33:43	18:23:  	09:12:  	16:02:  	23:02:  	06:20:  	18:48:  	05:50:  	19:18:  	05:20:  	19:48:  
20220308	02-06	06:44:  	12:33:29	18:23:  	09:41:  	16:47:  	--:--:  	06:18:  	18:49:  	05:49:  	19:19:  	05:19:  	19:49:  
20220309	02-07	06:43:  	12:33:14	18:24:  	10:14:  	17:34:  	00:02:  	06:17:  	18:50:  	05:47:  	19:20:  	05:18:  	19:50:  
20220310	02-08	06:41:  	12:32:59	18:25:  	10:51:  	18:23:  	01:01:  	06:16:  	18:51:  	05:46:  	19:21:  	05:16:  	19:50:  
20220311	02-09	06:40:  	12:32:43	18:26:  	11:34:  	19:13:  	01:59:  	06:14:  	18:52:  	05:45:  	19:21:  	05:15:  	19:51:  
20220312	02-10	06:38:  	12:32:28	18:27:  	12:23:  	20:04:  	02:53:  	06:13:  	18:53:  	05:43:  	19:22:  	05:13:  	19:52:  
20220313	02-11	06:37:  	12:32:12	18:28:  	13:17:  	20:55:  	03:43:  	06:12:  	18:53:  	05:42:  	19:23:  	05:12:  	19:53:  
20220314	02-12	06:36:  	12:31:55	18:29:  	14:16:  	21:45:  	04:27:  	06:10:  	18:54:  	05:40:  	19:24:  	05:10:  	19:54:  
20220315	02-13	06:34:  	12:31:38	18:30:  	15:18:  	22:34:  	05:06:  	06:09:  	18:55:  	05:39:  	19:25:  	05:09:  	19:55:  
20220316	02-14	06:33:  	12:31:21	18:31:  	16:21:  	23:21:  	05:41:  	06:07:  	18:56:  	05:38:  	19:26:  	05:08:  	19:56:  
20220317	02-15	06:31:  	12:31:04	18:31:  	17:25:  	--:--:  	06:11:  	06:06:  	18:57:  	05:36:  	19:27:  	05:06:  	19:57:  
20220318	02-16	06:30:  	12:30:47	18:32:  	18:30:  	00:07:  	06:40:  	06:04:  	18:58:  	05:35:  	19:28:  	05:04:  	19:58:  
20220319	02-17	06:28:  	12:30:29	18:33:  	19:35:  	00:53:  	07:07:  	06:03:  	18:59:  	05:33:  	19:29:  	05:03:  	19:59:  
20220320	02-18	06:27:  	12:30:12	18:34:  	20:42:  	01:40:  	07:35:  	06:01:  	19:00:  	05:32:  	19:29:  	05:01:  	20:00:  
20220321	02-19	06:26:  	12:29:54	18:35:  	21:52:  	02:28:  	08:05:  	06:00:  	19:00:  	05:30:  	19:30:  	05:00:  	20:01:  
20220322	02-20	06:24:  	12:29:36	18:36:  	23:03:  	03:19:  	08:38:  	05:59:  	19:01:  	05:29:  	19:31:  	04:58:  	20:02:  
20220323	02-21	06:23:  	12:29:18	18:37:  	--:--:  	04:13:  	09:17:  	05:57:  	19:02:  	05:27:  	19:32:  	04:57:  	20:03:  
20220324	02-22	06:21:  	12:29:00	18:37:  	00:15:  	05:11:  	10:02:  	05:56:  	19:03:  	05:26:  	19:33:  	04:55:  	20:04:  
20220325	02-23	06:20:  	12:28:42	18:38:  	01:25:  	06:11:  	10:57:  	05:54:  	19:04:  	05:24:  	19:34:  	04:54:  	20:05:  
20220326	02-24	06:18:  	12:28:24	18:39:  	02:28:  	07:13:  	11:59:  	05:53:  	19:05:  	05:23:  	19:35:  	04:52:  	20:05:  
20220327	02-25	06:17:  	12:28:06	18:40:  	03:24:  	08:14:  	13:08:  	05:51:  	19:06:  	05:21:  	19:36:  	04:51:  	20:06:  
20220328	02-26	06:15:  	12:27:48	18:41:  	04:11:  	09:11:  	14:18:  	05:50:  	19:06:  	05:20:  	19:37:  	04:49:  	20:07:  
20220329	02-27	06:14:  	12:27:30	18:42:  	04:50:  	10:05:  	15:28:  	05:48:  	19:07:  	05:18:  	19:38:  	04:47:  	20:08:  
20220330	02-28	06:13:  	12:27:12	18:42:  	05:23:  	10:55:  	16:35:  	05:47:  	19:08:  	05:17:  	19:39:  	04:46:  	20:09:  
20220331	02-29	06:11:  	12:26:54	18:43:  	05:52:  	11:42:  	17:40:  	05:45:  	19:09:  	05:15:  	19:39:  	04:44:  	20:10:  
20220401	03-01	06:10:  	12:26:36	18:44:  	06:19:  	12:27:  	18:44:  	05:44:  	19:10:  	05:14:  	19:40:  	04:43:  	20:11:  
20220402	03-02	06:08:  	12:26:19	18:45:  	06:45:  	13:11:  	19:46:  	05:42:  	19:11:  	05:12:  	19:41:  	04:41:  	20:12:  
20220403	03-03	06:07:  	12:26:01	18:46:  	07:11:  	13:55:  	20:47:  	05:41:  	19:12:  	05:11:  	19:42:  	04:39:  	20:14:  
20220404	03-04	06:05:  	12:25:44	18:47:  	07:40:  	14:40:  	21:49:  	05:40:  	19:13:  	05:09:  	19:43:  	04:38:  	20:15:  
20220405	03-05	06:04:  	12:25:26	18:47:  	08:11:  	15:26:  	22:49:  	05:38:  	19:13:  	05:08:  	19:44:  	04:36:  	20:16:  
20220406	03-06	06:03:  	12:25:09	18:48:  	08:46:  	16:14:  	23:48:  	05:37:  	19:14:  	05:06:  	19:45:  	04:35:  	20:17:  
20220407	03-07	06:01:  	12:24:52	18:49:  	09:27:  	17:04:  	--:--:  	05:35:  	19:15:  	05:04:  	19:46:  	04:33:  	20:18:  
20220408	03-08	06:00:  	12:24:36	18:50:  	10:13:  	17:55:  	00:44:  	05:34:  	19:16:  	05:03:  	19:47:  	04:31:  	20:19:  
20220409	03-09	05:58:  	12:24:19	18:51:  	11:05:  	18:45:  	01:36:  	05:32:  	19:17:  	05:01:  	19:48:  	04:30:  	20:20:  
20220410	03-10	05:57:  	12:24:03	18:52:  	12:02:  	19:36:  	02:22:  	05:31:  	19:18:  	05:00:  	19:49:  	04:28:  	20:21:  
20220411	03-11	05:56:  	12:23:47	18:53:  	13:02:  	20:24:  	03:03:  	05:29:  	19:19:  	04:58:  	19:50:  	04:26:  	20:22:  
20220412	03-12	05:54:  	12:23:31	18:53:  	14:04:  	21:12:  	03:39:  	05:28:  	19:20:  	04:57:  	19:51:  	04:25:  	20:23:  
20220413	03-13	05:53:  	12:23:16	18:54:  	15:07:  	21:58:  	04:10:  	05:27:  	19:21:  	04:55:  	19:52:  	04:23:  	20:24:  
20220414	03-14	05:52:  	12:23:01	18:55:  	16:12:  	22:44:  	04:39:  	05:25:  	19:21:  	04:54:  	19:53:  	04:22:  	20:25:  
20220415	03-15	05:50:  	12:22:46	18:56:  	17:17:  	23:31:  	05:07:  	05:24:  	19:22:  	04:53:  	19:54:  	04:20:  	20:26:  
20220416	03-16	05:49:  	12:22:31	18:57:  	18:24:  	--:--:  	05:35:  	05:22:  	19:23:  	04:51:  	19:55:  	04:18:  	20:28:  
20220417	03-17	05:48:  	12:22:17	18:58:  	19:34:  	00:19:  	06:04:  	05:21:  	19:24:  	04:50:  	19:56:  	04:17:  	20:29:  
20220418	03-18	05:46:  	12:22:04	18:58:  	20:47:  	01:09:  	06:36:  	05:20:  	19:25:  	04:48:  	19:57:  	04:15:  	20:30:  
20220419	03-19	05:45:  	12:21:50	18:59:  	22:01:  	02:04:  	07:13:  	05:18:  	19:26:  	04:47:  	19:58:  	04:14:  	20:31:  
20220420	03-20	05:44:  	12:21:37	19:00:  	23:15:  	03:02:  	07:57:  	05:17:  	19:27:  	04:45:  	19:59:  	04:12:  	20:32:  
20220421	03-21	05:42:  	12:21:25	19:01:  	--:--:  	04:04:  	08:50:  	05:16:  	19:28:  	04:44:  	20:00:  	04:11:  	20:33:  
20220422	03-22	05:41:  	12:21:13	19:02:  	00:22:  	05:07:  	09:51:  	05:14:  	19:29:  	04:42:  	20:01:  	04:09:  	20:34:  
20220423	03-23	05:40:  	12:21:01	19:03:  	01:22:  	06:09:  	10:59:  	05:13:  	19:30:  	04:41:  	20:02:  	04:07:  	20:36:  
20220424	03-24	05:39:  	12:20:50	19:03:  	02:11:  	07:08:  	12:09:  	05:12:  	19:30:  	04:40:  	20:03:  	04:06:  	20:37:  
20220425	03-25	05:38:  	12:20:40	19:04:  	02:52:  	08:02:  	13:19:  	05:11:  	19:31:  	04:38:  	20:04:  	04:04:  	20:38:  
20220426	03-26	05:36:  	12:20:30	19:05:  	03:26:  	08:52:  	14:26:  	05:09:  	19:32:  	04:37:  	20:05:  	04:03:  	20:39:  
20220427	03-27	05:35:  	12:20:20	19:06:  	03:55:  	09:39:  	15:31:  	05:08:  	19:33:  	04:36:  	20:06:  	04:01:  	20:40:  
20220428	03-28	05:34:  	12:20:11	19:07:  	04:22:  	10:23:  	16:33:  	05:07:  	19:34:  	04:34:  	20:07:  	04:00:  	20:42:  
20220429	03-29	05:33:  	12:20:03	19:08:  	04:48:  	11:07:  	17:35:  	05:06:  	19:35:  	04:33:  	20:08:  	03:58:  	20:43:  
20220430	03-30	05:32:  	12:19:55	19:09:  	05:13:  	11:50:  	18:36:  	05:04:  	19:36:  	04:32:  	20:09:  	03:57:  	20:44:  
20220501	04-01	05:31:  	12:19:47	19:09:  	05:40:  	12:34:  	19:37:  	05:03:  	19:37:  	04:30:  	20:10:  	03:55:  	20:45:  
20220502	04-02	05:30:  	12:19:40	19:10:  	06:10:  	13:20:  	20:38:  	05:02:  	19:38:  	04:29:  	20:11:  	03:54:  	20:46:  
20220503	04-03	05:28:  	12:19:34	19:11:  	06:44:  	14:07:  	21:38:  	05:01:  	19:39:  	04:28:  	20:12:  	03:52:  	20:48:  
20220504	04-04	05:27:  	12:19:28	19:12:  	07:22:  	14:57:  	22:35:  	05:00:  	19:40:  	04:26:  	20:13:  	03:51:  	20:49:  
20220505	04-05	05:26:  	12:19:23	19:13:  	08:06:  	15:47:  	23:29:  	04:59:  	19:41:  	04:25:  	20:14:  	03:50:  	20:50:  
20220506	04-06	05:25:  	12:19:18	19:14:  	08:56:  	16:38:  	--:--:  	04:58:  	19:42:  	04:24:  	20:15:  	03:48:  	20:51:  
20220507	04-07	05:24:  	12:19:14	19:15:  	09:51:  	17:28:  	00:17:  	04:57:  	19:43:  	04:23:  	20:16:  	03:47:  	20:52:  
20220508	04-08	05:23:  	12:19:10	19:15:  	10:49:  	18:17:  	01:00:  	04:55:  	19:43:  	04:22:  	20:17:  	03:46:  	20:54:  
20220509	04-09	05:22:  	12:19:07	19:16:  	11:50:  	19:04:  	01:37:  	04:54:  	19:44:  	04:20:  	20:18:  	03:44:  	20:55:  
20220510	04-10	05:22:  	12:19:04	19:17:  	12:51:  	19:50:  	02:09:  	04:53:  	19:45:  	04:19:  	20:19:  	03:43:  	20:56:  
20220511	04-11	05:21:  	12:19:02	19:18:  	13:54:  	20:35:  	02:39:  	04:52:  	19:46:  	04:18:  	20:21:  	03:42:  	20:57:  
20220512	04-12	05:20:  	12:19:01	19:19:  	14:57:  	21:20:  	03:06:  	04:52:  	19:47:  	04:17:  	20:22:  	03:40:  	20:59:  
20220513	04-13	05:19:  	12:19:00	19:20:  	16:03:  	22:06:  	03:33:  	04:51:  	19:48:  	04:16:  	20:23:  	03:39:  	21:00:  
20220514	04-14	05:18:  	12:19:00	19:20:  	17:11:  	22:55:  	04:01:  	04:50:  	19:49:  	04:15:  	20:24:  	03:38:  	21:01:  
20220515	04-15	05:17:  	12:19:00	19:21:  	18:23:  	23:48:  	04:31:  	04:49:  	19:50:  	04:14:  	20:25:  	03:37:  	21:02:  
20220516	04-16	05:16:  	12:19:01	19:22:  	19:38:  	--:--:  	05:06:  	04:48:  	19:51:  	04:13:  	20:26:  	03:36:  	21:03:  
20220517	04-17	05:16:  	12:19:02	19:23:  	20:54:  	00:46:  	05:47:  	04:47:  	19:52:  	04:12:  	20:27:  	03:34:  	21:05:  
20220518	04-18	05:15:  	12:19:04	19:24:  	22:08:  	01:48:  	06:38:  	04:46:  	19:52:  	04:11:  	20:28:  	03:33:  	21:06:  
20220519	04-19	05:14:  	12:19:06	19:24:  	23:13:  	02:53:  	07:38:  	04:45:  	19:53:  	04:10:  	20:29:  	03:32:  	21:07:  
20220520	04-20	05:14:  	12:19:09	19:25:  	--:--:  	03:58:  	08:46:  	04:45:  	19:54:  	04:09:  	20:30:  	03:31:  	21:08:  
20220521	04-21	05:13:  	12:19:13	19:26:  	00:08:  	05:01:  	09:58:  	04:44:  	19:55:  	04:09:  	20:31:  	03:30:  	21:09:  
20220522	04-22	05:12:  	12:19:17	19:27:  	00:52:  	05:58:  	11:10:  	04:43:  	19:56:  	04:08:  	20:31:  	03:29:  	21:10:  
20220523	04-23	05:12:  	12:19:22	19:27:  	01:29:  	06:50:  	12:19:  	04:43:  	19:57:  	04:07:  	20:32:  	03:28:  	21:11:  
20220524	04-24	05:11:  	12:19:27	19:28:  	01:59:  	07:38:  	13:24:  	04:42:  	19:57:  	04:06:  	20:33:  	03:27:  	21:12:  
20220525	04-25	05:11:  	12:19:33	19:29:  	02:27:  	08:23:  	14:27:  	04:41:  	19:58:  	04:05:  	20:34:  	03:26:  	21:14:  
20220526	04-26	05:10:  	12:19:39	19:30:  	02:52:  	09:06:  	15:28:  	04:41:  	19:59:  	04:05:  	20:35:  	03:25:  	21:15:  
20220527	04-27	05:09:  	12:19:46	19:30:  	03:18:  	09:48:  	16:28:  	04:40:  	20:00:  	04:04:  	20:36:  	03:25:  	21:16:  
20220528	04-28	05:09:  	12:19:53	19:31:  	03:44:  	10:32:  	17:29:  	04:40:  	20:01:  	04:03:  	20:37:  	03:24:  	21:17:  
20220529	04-29	05:09:  	12:20:01	19:32:  	04:12:  	11:16:  	18:29:  	04:39:  	20:01:  	04:03:  	20:38:  	03:23:  	21:18:  
20220530	05-01	05:08:  	12:20:09	19:32:  	04:44:  	12:03:  	19:29:  	04:39:  	20:02:  	04:02:  	20:39:  	03:22:  	21:19:  
20220531	05-02	05:08:  	12:20:18	19:33:  	05:20:  	12:51:  	20:28:  	04:38:  	20:03:  	04:02:  	20:39:  	03:22:  	21:20:  
20220601	05-03	05:07:  	12:20:27	19:34:  	06:02:  	13:42:  	21:23:  	04:38:  	20:03:  	04:01:  	20:40:  	03:21:  	21:21:  
20220602	05-04	05:07:  	12:20:36	19:34:  	06:50:  	14:32:  	22:13:  	04:37:  	20:04:  	04:01:  	20:41:  	03:20:  	21:22:  
20220603	05-05	05:07:  	12:20:46	19:35:  	07:44:  	15:23:  	22:58:  	04:37:  	20:05:  	04:00:  	20:42:  	03:20:  	21:22:  
20220604	05-06	05:06:  	12:20:56	19:36:  	08:41:  	16:12:  	23:36:  	04:37:  	20:06:  	04:00:  	20:42:  	03:19:  	21:23:  
20220605	05-07	05:06:  	12:21:06	19:36:  	09:40:  	16:59:  	--:--:  	04:36:  	20:06:  	03:59:  	20:43:  	03:19:  	21:24:  
