20211214	11-11	07:31:  	12:27:33	17:24:  	14:29:  	21:02:  	02:47:  	07:03:  	17:52:  	06:32:  	18:23:  	06:01:  	18:54:  
20220116	12-14	07:39:  	12:42:36	17:47:  	16:05:  	23:39:  	06:21:  	07:12:  	18:14:  	06:41:  	18:45:  	06:11:  	19:15:  
20220117	12-15	07:38:  	12:42:56	17:48:  	16:58:  	--:--:  	07:12:  	07:11:  	18:15:  	06:41:  	18:46:  	06:10:  	19:16:  
20220118	12-16	07:38:  	12:43:15	17:49:  	17:55:  	00:30:  	07:58:  	07:11:  	18:16:  	06:40:  	18:46:  	06:10:  	19:17:  
20220119	12-17	07:38:  	12:43:34	17:50:  	18:55:  	01:20:  	08:40:  	07:11:  	18:17:  	06:40:  	18:47:  	06:10:  	19:17:  
20220120	12-18	07:37:  	12:43:52	17:51:  	19:56:  	02:09:  	09:16:  	07:10:  	18:18:  	06:40:  	18:48:  	06:10:  	19:18:  
20220121	12-19	07:37:  	12:44:09	17:52:  	20:57:  	02:56:  	09:48:  	07:10:  	18:18:  	06:40:  	18:49:  	06:10:  	19:19:  
20220122	12-20	07:37:  	12:44:26	17:52:  	21:58:  	03:42:  	10:17:  	07:10:  	18:19:  	06:39:  	18:50:  	06:09:  	19:20:  
20220123	12-21	07:36:  	12:44:41	17:53:  	23:00:  	04:26:  	10:46:  	07:09:  	18:20:  	06:39:  	18:51:  	06:09:  	19:21:  
20220124	12-22	07:36:  	12:44:56	17:54:  	--:--:  	05:11:  	11:14:  	07:09:  	18:21:  	06:38:  	18:52:  	06:09:  	19:22:  
20220125	12-23	07:35:  	12:45:11	17:55:  	00:03:  	05:57:  	11:43:  	07:08:  	18:22:  	06:38:  	18:53:  	06:08:  	19:22:  
20220126	12-24	07:35:  	12:45:24	17:56:  	01:08:  	06:46:  	12:15:  	07:08:  	18:23:  	06:38:  	18:54:  	06:08:  	19:23:  
20220127	12-25	07:34:  	12:45:37	17:57:  	02:17:  	07:38:  	12:53:  	07:07:  	18:24:  	06:37:  	18:54:  	06:07:  	19:24:  
20220128	12-26	07:34:  	12:45:49	17:58:  	03:28:  	08:35:  	13:37:  	07:07:  	18:25:  	06:37:  	18:55:  	06:07:  	19:25:  
20220129	12-27	07:33:  	12:46:00	17:59:  	04:40:  	09:37:  	14:31:  	07:06:  	18:26:  	06:36:  	18:56:  	06:06:  	19:26:  
20220130	12-28	07:32:  	12:46:10	18:00:  	05:49:  	10:41:  	15:34:  	07:06:  	18:27:  	06:36:  	18:57:  	06:06:  	19:27:  
20220131	12-29	07:32:  	12:46:20	18:01:  	06:50:  	11:46:  	16:45:  	07:05:  	18:28:  	06:35:  	18:58:  	06:05:  	19:28:  
20220201	01-01	07:31:  	12:46:28	18:02:  	07:43:  	12:48:  	17:58:  	07:04:  	18:29:  	06:34:  	18:59:  	06:05:  	19:28:  
20220202	01-02	07:30:  	12:46:36	18:03:  	08:27:  	13:45:  	19:09:  	07:04:  	18:30:  	06:34:  	19:00:  	06:04:  	19:29:  
20220203	01-03	07:29:  	12:46:43	18:04:  	09:03:  	14:37:  	20:18:  	07:03:  	18:31:  	06:33:  	19:01:  	06:04:  	19:30:  
20220204	01-04	07:29:  	12:46:50	18:05:  	09:35:  	15:25:  	21:23:  	07:02:  	18:32:  	06:32:  	19:02:  	06:03:  	19:31:  
20220205	01-05	07:28:  	12:46:55	18:06:  	10:04:  	16:10:  	22:25:  	07:02:  	18:33:  	06:32:  	19:02:  	06:02:  	19:32:  
20220206	01-06	07:27:  	12:47:00	18:07:  	10:31:  	16:54:  	23:25:  	07:01:  	18:34:  	06:31:  	19:03:  	06:02:  	19:33:  
20220207	01-07	07:26:  	12:47:03	18:08:  	10:58:  	17:37:  	--:--:  	07:00:  	18:34:  	06:30:  	19:04:  	06:01:  	19:34:  
20220208	01-08	07:25:  	12:47:06	18:09:  	11:27:  	18:20:  	00:24:  	06:59:  	18:35:  	06:30:  	19:05:  	06:00:  	19:34:  
20220209	01-09	07:24:  	12:47:09	18:10:  	11:58:  	19:05:  	01:22:  	06:58:  	18:36:  	06:29:  	19:06:  	05:59:  	19:35:  
20220210	01-10	07:23:  	12:47:10	18:11:  	12:33:  	19:52:  	02:20:  	06:58:  	18:37:  	06:28:  	19:07:  	05:59:  	19:36:  
20220211	01-11	07:23:  	12:47:10	18:12:  	13:12:  	20:41:  	03:18:  	06:57:  	18:38:  	06:27:  	19:08:  	05:58:  	19:37:  
20220212	01-12	07:22:  	12:47:10	18:13:  	13:58:  	21:32:  	04:13:  	06:56:  	18:39:  	06:26:  	19:09:  	05:57:  	19:38:  
20220213	01-13	07:21:  	12:47:09	18:14:  	14:49:  	22:23:  	05:06:  	06:55:  	18:40:  	06:25:  	19:09:  	05:56:  	19:39:  
20220214	01-14	07:20:  	12:47:07	18:15:  	15:45:  	23:14:  	05:54:  	06:54:  	18:41:  	06:24:  	19:10:  	05:55:  	19:40:  
20220215	01-15	07:19:  	12:47:05	18:16:  	16:45:  	--:--:  	06:37:  	06:53:  	18:42:  	06:23:  	19:11:  	05:54:  	19:40:  
20220216	01-16	07:18:  	12:47:02	18:17:  	17:47:  	00:04:  	07:15:  	06:52:  	18:43:  	06:22:  	19:12:  	05:53:  	19:41:  
20220217	01-17	07:16:  	12:46:58	18:18:  	18:49:  	00:52:  	07:49:  	06:51:  	18:44:  	06:21:  	19:13:  	05:52:  	19:42:  
20220218	01-18	07:15:  	12:46:53	18:19:  	19:51:  	01:39:  	08:20:  	06:50:  	18:44:  	06:20:  	19:14:  	05:51:  	19:43:  
20220219	01-19	07:14:  	12:46:48	18:20:  	20:54:  	02:24:  	08:49:  	06:49:  	18:45:  	06:19:  	19:15:  	05:50:  	19:44:  
20220220	01-20	07:13:  	12:46:42	18:21:  	21:57:  	03:09:  	09:17:  	06:48:  	18:46:  	06:18:  	19:15:  	05:49:  	19:45:  
20220221	01-21	07:12:  	12:46:35	18:22:  	23:02:  	03:55:  	09:46:  	06:47:  	18:47:  	06:17:  	19:16:  	05:48:  	19:45:  
20220222	01-22	07:11:  	12:46:28	18:23:  	--:--:  	04:43:  	10:17:  	06:45:  	18:48:  	06:16:  	19:17:  	05:47:  	19:46:  
20220223	01-23	07:10:  	12:46:20	18:23:  	00:09:  	05:34:  	10:52:  	06:44:  	18:49:  	06:15:  	19:18:  	05:46:  	19:47:  
20220224	01-24	07:09:  	12:46:12	18:24:  	01:18:  	06:28:  	11:33:  	06:43:  	18:50:  	06:14:  	19:19:  	05:45:  	19:48:  
20220225	01-25	07:07:  	12:46:03	18:25:  	02:28:  	07:27:  	12:22:  	06:42:  	18:51:  	06:13:  	19:20:  	05:44:  	19:49:  
20220226	01-26	07:06:  	12:45:53	18:26:  	03:36:  	08:28:  	13:20:  	06:41:  	18:51:  	06:12:  	19:21:  	05:43:  	19:50:  
20220227	01-27	07:05:  	12:45:43	18:27:  	04:39:  	09:31:  	14:26:  	06:40:  	18:52:  	06:11:  	19:21:  	05:42:  	19:50:  
20220228	01-28	07:04:  	12:45:32	18:28:  	05:33:  	10:32:  	15:36:  	06:39:  	18:53:  	06:09:  	19:22:  	05:40:  	19:51:  
20220301	01-29	07:03:  	12:45:21	18:29:  	06:19:  	11:30:  	16:47:  	06:37:  	18:54:  	06:08:  	19:23:  	05:39:  	19:52:  
20220302	01-30	07:01:  	12:45:09	18:30:  	06:58:  	12:24:  	17:57:  	06:36:  	18:55:  	06:07:  	19:24:  	05:38:  	19:53:  
20220303	02-01	07:00:  	12:44:57	18:30:  	07:31:  	13:13:  	19:03:  	06:35:  	18:56:  	06:06:  	19:25:  	05:37:  	19:54:  
20220304	02-02	06:59:  	12:44:45	18:31:  	08:01:  	14:00:  	20:07:  	06:34:  	18:56:  	06:05:  	19:26:  	05:36:  	19:55:  
20220305	02-03	06:57:  	12:44:32	18:32:  	08:29:  	14:45:  	21:09:  	06:32:  	18:57:  	06:03:  	19:26:  	05:34:  	19:55:  
20220306	02-04	06:56:  	12:44:18	18:33:  	08:57:  	15:29:  	22:10:  	06:31:  	18:58:  	06:02:  	19:27:  	05:33:  	19:56:  
20220307	02-05	06:55:  	12:44:04	18:34:  	09:25:  	16:13:  	23:09:  	06:30:  	18:59:  	06:01:  	19:28:  	05:32:  	19:57:  
20220308	02-06	06:54:  	12:43:50	18:35:  	09:55:  	16:58:  	--:--:  	06:29:  	19:00:  	05:59:  	19:29:  	05:30:  	19:58:  
20220309	02-07	06:52:  	12:43:35	18:35:  	10:29:  	17:45:  	00:09:  	06:27:  	19:01:  	05:58:  	19:30:  	05:29:  	19:59:  
20220310	02-08	06:51:  	12:43:20	18:36:  	11:07:  	18:33:  	01:07:  	06:26:  	19:01:  	05:57:  	19:30:  	05:28:  	20:00:  
20220311	02-09	06:50:  	12:43:04	18:37:  	11:50:  	19:23:  	02:04:  	06:25:  	19:02:  	05:56:  	19:31:  	05:26:  	20:00:  
20220312	02-10	06:48:  	12:42:48	18:38:  	12:39:  	20:14:  	02:58:  	06:23:  	19:03:  	05:54:  	19:32:  	05:25:  	20:01:  
20220313	02-11	06:47:  	12:42:32	18:39:  	13:33:  	21:05:  	03:48:  	06:22:  	19:04:  	05:53:  	19:33:  	05:24:  	20:02:  
20220314	02-12	06:46:  	12:42:16	18:39:  	14:32:  	21:55:  	04:33:  	06:21:  	19:05:  	05:51:  	19:34:  	05:22:  	20:03:  
20220315	02-13	06:44:  	12:41:59	18:40:  	15:33:  	22:44:  	05:13:  	06:19:  	19:05:  	05:50:  	19:34:  	05:21:  	20:04:  
20220316	02-14	06:43:  	12:41:42	18:41:  	16:35:  	23:32:  	05:48:  	06:18:  	19:06:  	05:49:  	19:35:  	05:19:  	20:05:  
20220317	02-15	06:41:  	12:41:25	18:42:  	17:38:  	--:--:  	06:20:  	06:16:  	19:07:  	05:47:  	19:36:  	05:18:  	20:06:  
20220318	02-16	06:40:  	12:41:08	18:43:  	18:41:  	00:18:  	06:49:  	06:15:  	19:08:  	05:46:  	19:37:  	05:17:  	20:06:  
20220319	02-17	06:39:  	12:40:50	18:43:  	19:46:  	01:04:  	07:18:  	06:14:  	19:09:  	05:45:  	19:38:  	05:15:  	20:07:  
20220320	02-18	06:37:  	12:40:33	18:44:  	20:52:  	01:51:  	07:47:  	06:12:  	19:09:  	05:43:  	19:39:  	05:14:  	20:08:  
20220321	02-19	06:36:  	12:40:15	18:45:  	22:00:  	02:39:  	08:18:  	06:11:  	19:10:  	05:42:  	19:39:  	05:12:  	20:09:  
20220322	02-20	06:35:  	12:39:57	18:46:  	23:10:  	03:29:  	08:52:  	06:10:  	19:11:  	05:40:  	19:40:  	05:11:  	20:10:  
20220323	02-21	06:33:  	12:39:39	18:47:  	--:--:  	04:24:  	09:32:  	06:08:  	19:12:  	05:39:  	19:41:  	05:09:  	20:11:  
20220324	02-22	06:32:  	12:39:21	18:47:  	00:21:  	05:22:  	10:18:  	06:07:  	19:12:  	05:38:  	19:42:  	05:08:  	20:12:  
20220325	02-23	06:31:  	12:39:03	18:48:  	01:30:  	06:22:  	11:13:  	06:05:  	19:13:  	05:36:  	19:43:  	05:06:  	20:13:  
20220326	02-24	06:29:  	12:38:45	18:49:  	02:33:  	07:24:  	12:16:  	06:04:  	19:14:  	05:35:  	19:43:  	05:05:  	20:13:  
20220327	02-25	06:28:  	12:38:27	18:50:  	03:29:  	08:25:  	13:24:  	06:03:  	19:15:  	05:33:  	19:44:  	05:03:  	20:14:  
20220328	02-26	06:26:  	12:38:09	18:50:  	04:17:  	09:22:  	14:33:  	06:01:  	19:16:  	05:32:  	19:45:  	05:02:  	20:15:  
20220329	02-27	06:25:  	12:37:51	18:51:  	04:57:  	10:16:  	15:42:  	06:00:  	19:16:  	05:30:  	19:46:  	05:00:  	20:16:  
20220330	02-28	06:24:  	12:37:33	18:52:  	05:31:  	11:06:  	16:48:  	05:58:  	19:17:  	05:29:  	19:47:  	04:59:  	20:17:  
20220331	02-29	06:22:  	12:37:15	18:53:  	06:01:  	11:52:  	17:52:  	05:57:  	19:18:  	05:27:  	19:48:  	04:57:  	20:18:  
20220401	03-01	06:21:  	12:36:57	18:54:  	06:29:  	12:37:  	18:54:  	05:56:  	19:19:  	05:26:  	19:49:  	04:56:  	20:19:  
20220402	03-02	06:20:  	12:36:39	18:54:  	06:56:  	13:21:  	19:55:  	05:54:  	19:20:  	05:25:  	19:49:  	04:54:  	20:20:  
20220403	03-03	06:18:  	12:36:22	18:55:  	07:24:  	14:05:  	20:55:  	05:53:  	19:20:  	05:23:  	19:50:  	04:53:  	20:21:  
20220404	03-04	06:17:  	12:36:04	18:56:  	07:53:  	14:50:  	21:56:  	05:52:  	19:21:  	05:22:  	19:51:  	04:51:  	20:22:  
20220405	03-05	06:16:  	12:35:47	18:57:  	08:25:  	15:37:  	22:55:  	05:50:  	19:22:  	05:20:  	19:52:  	04:50:  	20:23:  
20220406	03-06	06:14:  	12:35:30	18:57:  	09:02:  	16:25:  	23:54:  	05:49:  	19:23:  	05:19:  	19:53:  	04:48:  	20:24:  
20220407	03-07	06:13:  	12:35:13	18:58:  	09:43:  	17:15:  	--:--:  	05:47:  	19:24:  	05:17:  	19:54:  	04:47:  	20:25:  
20220408	03-08	06:12:  	12:34:56	18:59:  	10:30:  	18:05:  	00:49:  	05:46:  	19:24:  	05:16:  	19:55:  	04:45:  	20:26:  
20220409	03-09	06:10:  	12:34:40	19:00:  	11:22:  	18:56:  	01:41:  	05:45:  	19:25:  	05:15:  	19:55:  	04:44:  	20:27:  
20220410	03-10	06:09:  	12:34:24	19:00:  	12:18:  	19:46:  	02:28:  	05:43:  	19:26:  	05:13:  	19:56:  	04:42:  	20:28:  
20220411	03-11	06:08:  	12:34:08	19:01:  	13:17:  	20:35:  	03:09:  	05:42:  	19:27:  	05:12:  	19:57:  	04:41:  	20:29:  
20220412	03-12	06:06:  	12:33:52	19:02:  	14:19:  	21:23:  	03:45:  	05:41:  	19:28:  	05:10:  	19:58:  	04:39:  	20:30:  
20220413	03-13	06:05:  	12:33:37	19:03:  	15:21:  	22:09:  	04:18:  	05:39:  	19:29:  	05:09:  	19:59:  	04:38:  	20:31:  
20220414	03-14	06:04:  	12:33:21	19:04:  	16:24:  	22:55:  	04:48:  	05:38:  	19:29:  	05:07:  	20:00:  	04:36:  	20:32:  
20220415	03-15	06:02:  	12:33:07	19:04:  	17:28:  	23:41:  	05:17:  	05:37:  	19:30:  	05:06:  	20:01:  	04:34:  	20:33:  
20220416	03-16	06:01:  	12:32:52	19:05:  	18:34:  	--:--:  	05:46:  	05:35:  	19:31:  	05:05:  	20:02:  	04:33:  	20:34:  
20220417	03-17	06:00:  	12:32:38	19:06:  	19:43:  	00:29:  	06:16:  	05:34:  	19:32:  	05:03:  	20:03:  	04:31:  	20:35:  
20220418	03-18	05:59:  	12:32:24	19:07:  	20:54:  	01:20:  	06:49:  	05:33:  	19:33:  	05:02:  	20:04:  	04:30:  	20:36:  
20220419	03-19	05:57:  	12:32:11	19:07:  	22:08:  	02:14:  	07:27:  	05:31:  	19:34:  	05:01:  	20:05:  	04:29:  	20:37:  
20220420	03-20	05:56:  	12:31:58	19:08:  	23:20:  	03:13:  	08:13:  	05:30:  	19:34:  	04:59:  	20:05:  	04:27:  	20:38:  
20220421	03-21	05:55:  	12:31:46	19:09:  	--:--:  	04:14:  	09:06:  	05:29:  	19:35:  	04:58:  	20:06:  	04:26:  	20:39:  
20220422	03-22	05:54:  	12:31:34	19:10:  	00:27:  	05:18:  	10:08:  	05:28:  	19:36:  	04:57:  	20:07:  	04:24:  	20:40:  
20220423	03-23	05:53:  	12:31:22	19:11:  	01:27:  	06:20:  	11:15:  	05:26:  	19:37:  	04:55:  	20:08:  	04:23:  	20:41:  
20220424	03-24	05:52:  	12:31:11	19:11:  	02:17:  	07:18:  	12:25:  	05:25:  	19:38:  	04:54:  	20:09:  	04:21:  	20:42:  
20220425	03-25	05:50:  	12:31:01	19:12:  	02:58:  	08:13:  	13:33:  	05:24:  	19:39:  	04:53:  	20:10:  	04:20:  	20:43:  
20220426	03-26	05:49:  	12:30:51	19:13:  	03:33:  	09:03:  	14:39:  	05:23:  	19:39:  	04:51:  	20:11:  	04:18:  	20:44:  
20220427	03-27	05:48:  	12:30:41	19:14:  	04:04:  	09:49:  	15:43:  	05:22:  	19:40:  	04:50:  	20:12:  	04:17:  	20:45:  
20220428	03-28	05:47:  	12:30:32	19:15:  	04:32:  	10:34:  	16:44:  	05:21:  	19:41:  	04:49:  	20:13:  	04:15:  	20:46:  
20220429	03-29	05:46:  	12:30:23	19:15:  	04:59:  	11:17:  	17:44:  	05:19:  	19:42:  	04:47:  	20:14:  	04:14:  	20:48:  
20220430	03-30	05:45:  	12:30:16	19:16:  	05:25:  	12:01:  	18:44:  	05:18:  	19:43:  	04:46:  	20:15:  	04:13:  	20:49:  
20220501	04-01	05:44:  	12:30:08	19:17:  	05:54:  	12:45:  	19:44:  	05:17:  	19:44:  	04:45:  	20:16:  	04:11:  	20:50:  
20220502	04-02	05:43:  	12:30:01	19:18:  	06:24:  	13:30:  	20:44:  	05:16:  	19:45:  	04:44:  	20:17:  	04:10:  	20:51:  
20220503	04-03	05:42:  	12:29:55	19:18:  	06:59:  	14:18:  	21:44:  	05:15:  	19:45:  	04:43:  	20:18:  	04:09:  	20:52:  
20220504	04-04	05:41:  	12:29:49	19:19:  	07:38:  	15:07:  	22:41:  	05:14:  	19:46:  	04:41:  	20:19:  	04:07:  	20:53:  
20220505	04-05	05:40:  	12:29:44	19:20:  	08:23:  	15:58:  	23:34:  	05:13:  	19:47:  	04:40:  	20:20:  	04:06:  	20:54:  
20220506	04-06	05:39:  	12:29:39	19:21:  	09:13:  	16:49:  	--:--:  	05:12:  	19:48:  	04:39:  	20:21:  	04:05:  	20:55:  
20220507	04-07	05:38:  	12:29:35	19:22:  	10:07:  	17:39:  	00:23:  	05:11:  	19:49:  	04:38:  	20:22:  	04:03:  	20:57:  
20220508	04-08	05:37:  	12:29:31	19:22:  	11:05:  	18:27:  	01:06:  	05:10:  	19:50:  	04:37:  	20:23:  	04:02:  	20:58:  
20220509	04-09	05:36:  	12:29:28	19:23:  	12:04:  	19:15:  	01:43:  	05:09:  	19:51:  	04:36:  	20:24:  	04:01:  	20:59:  
20220510	04-10	05:35:  	12:29:25	19:24:  	13:05:  	20:00:  	02:17:  	05:08:  	19:51:  	04:35:  	20:25:  	04:00:  	21:00:  
20220511	04-11	05:34:  	12:29:23	19:25:  	14:06:  	20:45:  	02:47:  	05:07:  	19:52:  	04:34:  	20:26:  	03:59:  	21:01:  
20220512	04-12	05:34:  	12:29:22	19:26:  	15:09:  	21:31:  	03:15:  	05:06:  	19:53:  	04:33:  	20:27:  	03:57:  	21:02:  
20220513	04-13	05:33:  	12:29:21	19:26:  	16:13:  	22:17:  	03:43:  	05:05:  	19:54:  	04:32:  	20:27:  	03:56:  	21:03:  
20220514	04-14	05:32:  	12:29:21	19:27:  	17:20:  	23:06:  	04:12:  	05:04:  	19:55:  	04:31:  	20:28:  	03:55:  	21:04:  
20220515	04-15	05:31:  	12:29:21	19:28:  	18:31:  	23:59:  	04:44:  	05:04:  	19:56:  	04:30:  	20:29:  	03:54:  	21:05:  
20220516	04-16	05:31:  	12:29:22	19:29:  	19:45:  	--:--:  	05:20:  	05:03:  	19:56:  	04:29:  	20:30:  	03:53:  	21:07:  
20220517	04-17	05:30:  	12:29:23	19:29:  	21:00:  	00:57:  	06:03:  	05:02:  	19:57:  	04:28:  	20:31:  	03:52:  	21:08:  
20220518	04-18	05:29:  	12:29:25	19:30:  	22:13:  	01:59:  	06:54:  	05:01:  	19:58:  	04:27:  	20:32:  	03:51:  	21:09:  
20220519	04-19	05:28:  	12:29:27	19:31:  	23:18:  	03:04:  	07:55:  	05:00:  	19:59:  	04:26:  	20:33:  	03:50:  	21:10:  
20220520	04-20	05:28:  	12:29:30	19:32:  	--:--:  	04:09:  	09:03:  	05:00:  	20:00:  	04:26:  	20:34:  	03:49:  	21:11:  
20220521	04-21	05:27:  	12:29:34	19:32:  	00:13:  	05:11:  	10:14:  	04:59:  	20:01:  	04:25:  	20:35:  	03:48:  	21:12:  
20220522	04-22	05:27:  	12:29:38	19:33:  	00:59:  	06:08:  	11:24:  	04:58:  	20:01:  	04:24:  	20:36:  	03:47:  	21:13:  
20220523	04-23	05:26:  	12:29:43	19:34:  	01:36:  	07:01:  	12:32:  	04:58:  	20:02:  	04:23:  	20:37:  	03:46:  	21:14:  
20220524	04-24	05:26:  	12:29:48	19:34:  	02:08:  	07:48:  	13:36:  	04:57:  	20:03:  	04:23:  	20:38:  	03:45:  	21:15:  
20220525	04-25	05:25:  	12:29:54	19:35:  	02:36:  	08:33:  	14:38:  	04:57:  	20:04:  	04:22:  	20:38:  	03:44:  	21:16:  
20220526	04-26	05:25:  	12:30:00	19:36:  	03:03:  	09:16:  	15:38:  	04:56:  	20:04:  	04:21:  	20:39:  	03:44:  	21:17:  
20220527	04-27	05:24:  	12:30:07	19:36:  	03:29:  	09:59:  	16:37:  	04:56:  	20:05:  	04:21:  	20:40:  	03:43:  	21:18:  
20220528	04-28	05:24:  	12:30:14	19:37:  	03:57:  	10:42:  	17:36:  	04:55:  	20:06:  	04:20:  	20:41:  	03:42:  	21:19:  
20220529	04-29	05:23:  	12:30:22	19:38:  	04:26:  	11:27:  	18:36:  	04:55:  	20:06:  	04:20:  	20:42:  	03:42:  	21:20:  
20220530	05-01	05:23:  	12:30:30	19:38:  	04:59:  	12:14:  	19:35:  	04:54:  	20:07:  	04:19:  	20:42:  	03:41:  	21:21:  
20220531	05-02	05:23:  	12:30:39	19:39:  	05:36:  	13:02:  	20:33:  	04:54:  	20:08:  	04:19:  	20:43:  	03:40:  	21:22:  
20220601	05-03	05:22:  	12:30:48	19:40:  	06:19:  	13:52:  	21:28:  	04:53:  	20:09:  	04:18:  	20:44:  	03:40:  	21:22:  
20220602	05-04	05:22:  	12:30:57	19:40:  	07:07:  	14:43:  	22:18:  	04:53:  	20:09:  	04:18:  	20:45:  	03:39:  	21:23:  
20220603	05-05	05:22:  	12:31:07	19:41:  	08:00:  	15:33:  	23:03:  	04:53:  	20:10:  	04:17:  	20:45:  	03:39:  	21:24:  
20220604	05-06	05:21:  	12:31:17	19:41:  	08:56:  	16:22:  	23:42:  	04:52:  	20:10:  	04:17:  	20:46:  	03:38:  	21:25:  
20220605	05-07	05:21:  	12:31:27	19:42:  	09:55:  	17:10:  	--:--:  	04:52:  	20:11:  	04:17:  	20:47:  	03:38:  	21:26:  
