20211214	11-11	07:30:  	12:18:06	17:06:  	14:16:  	20:52:  	02:39:  	07:01:  	17:35:  	06:28:  	18:08:  	05:56:  	18:40:  
20220104	12-02	07:39:  	12:28:18	17:18:  	09:08:  	13:58:  	18:52:  	07:09:  	17:47:  	06:37:  	18:20:  	06:05:  	18:52:  
20220105	12-03	07:39:  	12:28:46	17:19:  	09:54:  	14:57:  	20:07:  	07:10:  	17:48:  	06:37:  	18:21:  	06:05:  	18:52:  
20220106	12-04	07:39:  	12:29:12	17:20:  	10:32:  	15:51:  	21:18:  	07:10:  	17:49:  	06:37:  	18:22:  	06:05:  	18:53:  
20220107	12-05	07:39:  	12:29:39	17:21:  	11:03:  	16:40:  	22:25:  	07:10:  	17:50:  	06:37:  	18:22:  	06:05:  	18:54:  
20220108	12-06	07:39:  	12:30:04	17:22:  	11:30:  	17:25:  	23:29:  	07:10:  	17:51:  	06:37:  	18:23:  	06:06:  	18:55:  
20220109	12-07	07:38:  	12:30:29	17:23:  	11:55:  	18:08:  	--:--:  	07:10:  	17:52:  	06:37:  	18:24:  	06:06:  	18:56:  
20220110	12-08	07:38:  	12:30:54	17:24:  	12:19:  	18:50:  	00:30:  	07:10:  	17:52:  	06:37:  	18:25:  	06:06:  	18:56:  
20220111	12-09	07:38:  	12:31:18	17:25:  	12:45:  	19:32:  	01:30:  	07:09:  	17:53:  	06:37:  	18:26:  	06:06:  	18:57:  
20220112	12-10	07:38:  	12:31:42	17:26:  	13:12:  	20:16:  	02:29:  	07:09:  	17:54:  	06:37:  	18:27:  	06:05:  	18:58:  
20220113	12-11	07:38:  	12:32:04	17:27:  	13:42:  	21:01:  	03:29:  	07:09:  	17:55:  	06:37:  	18:28:  	06:05:  	18:59:  
20220114	12-12	07:38:  	12:32:27	17:28:  	14:17:  	21:48:  	04:28:  	07:09:  	17:56:  	06:37:  	18:28:  	06:05:  	19:00:  
20220115	12-13	07:37:  	12:32:48	17:29:  	14:57:  	22:38:  	05:26:  	07:09:  	17:57:  	06:36:  	18:29:  	06:05:  	19:01:  
20220116	12-14	07:37:  	12:33:09	17:30:  	15:44:  	23:29:  	06:22:  	07:08:  	17:58:  	06:36:  	18:30:  	06:05:  	19:02:  
20220117	12-15	07:37:  	12:33:29	17:31:  	16:38:  	--:--:  	07:13:  	07:08:  	17:59:  	06:36:  	18:31:  	06:05:  	19:03:  
20220118	12-16	07:36:  	12:33:49	17:32:  	17:36:  	00:20:  	07:59:  	07:08:  	18:00:  	06:36:  	18:32:  	06:04:  	19:03:  
20220119	12-17	07:36:  	12:34:07	17:33:  	18:37:  	01:11:  	08:38:  	07:07:  	18:01:  	06:35:  	18:33:  	06:04:  	19:04:  
20220120	12-18	07:35:  	12:34:25	17:34:  	19:40:  	02:00:  	09:13:  	07:07:  	18:02:  	06:35:  	18:34:  	06:04:  	19:05:  
20220121	12-19	07:35:  	12:34:43	17:35:  	20:43:  	02:47:  	09:43:  	07:07:  	18:03:  	06:35:  	18:35:  	06:04:  	19:06:  
20220122	12-20	07:34:  	12:34:59	17:36:  	21:46:  	03:32:  	10:11:  	07:06:  	18:04:  	06:34:  	18:36:  	06:03:  	19:07:  
20220123	12-21	07:34:  	12:35:15	17:37:  	22:50:  	04:17:  	10:37:  	07:06:  	18:05:  	06:34:  	18:37:  	06:03:  	19:08:  
20220124	12-22	07:33:  	12:35:30	17:38:  	23:55:  	05:01:  	11:03:  	07:05:  	18:06:  	06:33:  	18:38:  	06:02:  	19:09:  
20220125	12-23	07:33:  	12:35:44	17:39:  	--:--:  	05:47:  	11:30:  	07:05:  	18:07:  	06:33:  	18:39:  	06:02:  	19:10:  
20220126	12-24	07:32:  	12:35:58	17:40:  	01:03:  	06:36:  	12:00:  	07:04:  	18:08:  	06:32:  	18:40:  	06:01:  	19:11:  
20220127	12-25	07:31:  	12:36:10	17:41:  	02:14:  	07:28:  	12:36:  	07:03:  	18:09:  	06:32:  	18:41:  	06:01:  	19:12:  
20220128	12-26	07:31:  	12:36:22	17:43:  	03:27:  	08:25:  	13:18:  	07:03:  	18:10:  	06:31:  	18:42:  	06:00:  	19:13:  
20220129	12-27	07:30:  	12:36:33	17:44:  	04:40:  	09:27:  	14:11:  	07:02:  	18:11:  	06:31:  	18:43:  	06:00:  	19:14:  
20220130	12-28	07:29:  	12:36:44	17:45:  	05:50:  	10:31:  	15:13:  	07:01:  	18:13:  	06:30:  	18:44:  	05:59:  	19:15:  
20220131	12-29	07:28:  	12:36:53	17:46:  	06:51:  	11:36:  	16:25:  	07:01:  	18:14:  	06:29:  	18:45:  	05:58:  	19:16:  
20220201	01-01	07:27:  	12:37:02	17:47:  	07:42:  	12:38:  	17:39:  	07:00:  	18:15:  	06:29:  	18:46:  	05:58:  	19:17:  
20220202	01-02	07:27:  	12:37:10	17:48:  	08:24:  	13:35:  	18:53:  	06:59:  	18:16:  	06:28:  	18:47:  	05:57:  	19:18:  
20220203	01-03	07:26:  	12:37:17	17:49:  	08:59:  	14:27:  	20:04:  	06:58:  	18:17:  	06:27:  	18:48:  	05:56:  	19:19:  
20220204	01-04	07:25:  	12:37:23	17:50:  	09:28:  	15:15:  	21:11:  	06:57:  	18:18:  	06:26:  	18:49:  	05:56:  	19:20:  
20220205	01-05	07:24:  	12:37:29	17:51:  	09:55:  	16:00:  	22:16:  	06:57:  	18:19:  	06:26:  	18:50:  	05:55:  	19:21:  
20220206	01-06	07:23:  	12:37:33	17:53:  	10:20:  	16:44:  	23:18:  	06:56:  	18:20:  	06:25:  	18:51:  	05:54:  	19:22:  
20220207	01-07	07:22:  	12:37:37	17:54:  	10:45:  	17:27:  	--:--:  	06:55:  	18:21:  	06:24:  	18:52:  	05:53:  	19:22:  
20220208	01-08	07:21:  	12:37:40	17:55:  	11:12:  	18:11:  	00:18:  	06:54:  	18:22:  	06:23:  	18:53:  	05:52:  	19:23:  
20220209	01-09	07:20:  	12:37:42	17:56:  	11:41:  	18:56:  	01:19:  	06:53:  	18:23:  	06:22:  	18:54:  	05:51:  	19:24:  
20220210	01-10	07:19:  	12:37:43	17:57:  	12:14:  	19:43:  	02:19:  	06:52:  	18:24:  	06:21:  	18:55:  	05:51:  	19:25:  
20220211	01-11	07:18:  	12:37:44	17:58:  	12:53:  	20:31:  	03:18:  	06:51:  	18:25:  	06:20:  	18:56:  	05:50:  	19:26:  
20220212	01-12	07:17:  	12:37:44	17:59:  	13:37:  	21:22:  	04:14:  	06:50:  	18:26:  	06:19:  	18:57:  	05:49:  	19:27:  
20220213	01-13	07:16:  	12:37:43	18:00:  	14:29:  	22:13:  	05:07:  	06:49:  	18:27:  	06:18:  	18:58:  	05:48:  	19:28:  
20220214	01-14	07:15:  	12:37:41	18:01:  	15:26:  	23:04:  	05:55:  	06:48:  	18:28:  	06:17:  	18:59:  	05:47:  	19:29:  
20220215	01-15	07:13:  	12:37:39	18:02:  	16:27:  	23:54:  	06:37:  	06:47:  	18:29:  	06:16:  	19:00:  	05:46:  	19:30:  
20220216	01-16	07:12:  	12:37:35	18:03:  	17:30:  	--:--:  	07:13:  	06:46:  	18:30:  	06:15:  	19:01:  	05:45:  	19:31:  
20220217	01-17	07:11:  	12:37:31	18:04:  	18:34:  	00:42:  	07:45:  	06:44:  	18:31:  	06:14:  	19:02:  	05:43:  	19:32:  
20220218	01-18	07:10:  	12:37:27	18:06:  	19:38:  	01:29:  	08:14:  	06:43:  	18:32:  	06:13:  	19:03:  	05:42:  	19:33:  
20220219	01-19	07:09:  	12:37:21	18:07:  	20:43:  	02:15:  	08:41:  	06:42:  	18:33:  	06:12:  	19:04:  	05:41:  	19:34:  
20220220	01-20	07:07:  	12:37:15	18:08:  	21:48:  	03:00:  	09:07:  	06:41:  	18:34:  	06:10:  	19:05:  	05:40:  	19:35:  
20220221	01-21	07:06:  	12:37:09	18:09:  	22:56:  	03:46:  	09:33:  	06:40:  	18:35:  	06:09:  	19:06:  	05:39:  	19:36:  
20220222	01-22	07:05:  	12:37:02	18:10:  	--:--:  	04:33:  	10:02:  	06:38:  	18:36:  	06:08:  	19:07:  	05:38:  	19:37:  
20220223	01-23	07:04:  	12:36:54	18:11:  	00:05:  	05:24:  	10:35:  	06:37:  	18:37:  	06:07:  	19:08:  	05:37:  	19:38:  
20220224	01-24	07:02:  	12:36:45	18:12:  	01:16:  	06:18:  	11:14:  	06:36:  	18:38:  	06:06:  	19:09:  	05:35:  	19:39:  
20220225	01-25	07:01:  	12:36:36	18:13:  	02:28:  	07:17:  	12:02:  	06:35:  	18:39:  	06:04:  	19:10:  	05:34:  	19:40:  
20220226	01-26	07:00:  	12:36:27	18:14:  	03:37:  	08:19:  	12:59:  	06:33:  	18:40:  	06:03:  	19:11:  	05:33:  	19:41:  
20220227	01-27	06:58:  	12:36:17	18:15:  	04:40:  	09:21:  	14:05:  	06:32:  	18:41:  	06:02:  	19:11:  	05:31:  	19:42:  
20220228	01-28	06:57:  	12:36:06	18:16:  	05:33:  	10:23:  	15:17:  	06:31:  	18:42:  	06:00:  	19:12:  	05:30:  	19:43:  
20220301	01-29	06:56:  	12:35:55	18:17:  	06:18:  	11:20:  	16:30:  	06:29:  	18:43:  	05:59:  	19:13:  	05:29:  	19:44:  
20220302	01-30	06:54:  	12:35:43	18:18:  	06:54:  	12:14:  	17:42:  	06:28:  	18:44:  	05:58:  	19:14:  	05:27:  	19:45:  
20220303	02-01	06:53:  	12:35:31	18:19:  	07:25:  	13:04:  	18:51:  	06:27:  	18:45:  	05:56:  	19:15:  	05:26:  	19:46:  
20220304	02-02	06:51:  	12:35:18	18:20:  	07:53:  	13:50:  	19:57:  	06:25:  	18:46:  	05:55:  	19:16:  	05:25:  	19:47:  
20220305	02-03	06:50:  	12:35:05	18:21:  	08:19:  	14:35:  	21:01:  	06:24:  	18:47:  	05:54:  	19:17:  	05:23:  	19:48:  
20220306	02-04	06:49:  	12:34:52	18:22:  	08:44:  	15:19:  	22:04:  	06:22:  	18:48:  	05:52:  	19:18:  	05:22:  	19:49:  
20220307	02-05	06:47:  	12:34:38	18:23:  	09:11:  	16:03:  	23:05:  	06:21:  	18:49:  	05:51:  	19:19:  	05:20:  	19:50:  
20220308	02-06	06:46:  	12:34:23	18:24:  	09:39:  	16:48:  	--:--:  	06:20:  	18:50:  	05:49:  	19:20:  	05:19:  	19:51:  
20220309	02-07	06:44:  	12:34:09	18:25:  	10:11:  	17:35:  	00:07:  	06:18:  	18:51:  	05:48:  	19:21:  	05:18:  	19:52:  
20220310	02-08	06:43:  	12:33:53	18:26:  	10:47:  	18:24:  	01:07:  	06:17:  	18:52:  	05:46:  	19:22:  	05:16:  	19:52:  
20220311	02-09	06:41:  	12:33:38	18:27:  	11:30:  	19:14:  	02:05:  	06:15:  	18:53:  	05:45:  	19:23:  	05:15:  	19:53:  
20220312	02-10	06:40:  	12:33:22	18:27:  	12:18:  	20:04:  	02:59:  	06:14:  	18:54:  	05:44:  	19:24:  	05:13:  	19:54:  
20220313	02-11	06:38:  	12:33:06	18:28:  	13:13:  	20:55:  	03:49:  	06:12:  	18:55:  	05:42:  	19:25:  	05:12:  	19:55:  
20220314	02-12	06:37:  	12:32:50	18:29:  	14:12:  	21:46:  	04:33:  	06:11:  	18:55:  	05:41:  	19:26:  	05:10:  	19:56:  
20220315	02-13	06:35:  	12:32:33	18:30:  	15:15:  	22:35:  	05:11:  	06:09:  	18:56:  	05:39:  	19:27:  	05:08:  	19:57:  
20220316	02-14	06:34:  	12:32:16	18:31:  	16:19:  	23:22:  	05:45:  	06:08:  	18:57:  	05:38:  	19:28:  	05:07:  	19:58:  
20220317	02-15	06:32:  	12:31:59	18:32:  	17:24:  	--:--:  	06:15:  	06:06:  	18:58:  	05:36:  	19:29:  	05:05:  	19:59:  
20220318	02-16	06:31:  	12:31:42	18:33:  	18:30:  	00:08:  	06:42:  	06:05:  	18:59:  	05:34:  	19:30:  	05:04:  	20:00:  
20220319	02-17	06:29:  	12:31:24	18:34:  	19:37:  	00:54:  	07:09:  	06:03:  	19:00:  	05:33:  	19:31:  	05:02:  	20:01:  
20220320	02-18	06:28:  	12:31:06	18:35:  	20:45:  	01:41:  	07:35:  	06:02:  	19:01:  	05:31:  	19:32:  	05:01:  	20:02:  
20220321	02-19	06:26:  	12:30:49	18:36:  	21:55:  	02:29:  	08:04:  	06:00:  	19:02:  	05:30:  	19:33:  	04:59:  	20:04:  
20220322	02-20	06:25:  	12:30:31	18:37:  	23:08:  	03:20:  	08:36:  	05:59:  	19:03:  	05:28:  	19:33:  	04:57:  	20:05:  
20220323	02-21	06:23:  	12:30:13	18:38:  	--:--:  	04:14:  	09:13:  	05:57:  	19:04:  	05:27:  	19:34:  	04:56:  	20:06:  
20220324	02-22	06:22:  	12:29:55	18:39:  	00:20:  	05:12:  	09:58:  	05:56:  	19:05:  	05:25:  	19:35:  	04:54:  	20:07:  
20220325	02-23	06:20:  	12:29:37	18:40:  	01:31:  	06:12:  	10:52:  	05:54:  	19:06:  	05:24:  	19:36:  	04:52:  	20:08:  
20220326	02-24	06:19:  	12:29:18	18:40:  	02:35:  	07:14:  	11:55:  	05:53:  	19:07:  	05:22:  	19:37:  	04:51:  	20:09:  
20220327	02-25	06:17:  	12:29:00	18:41:  	03:30:  	08:15:  	13:04:  	05:51:  	19:08:  	05:20:  	19:38:  	04:49:  	20:10:  
20220328	02-26	06:16:  	12:28:42	18:42:  	04:16:  	09:12:  	14:15:  	05:50:  	19:08:  	05:19:  	19:39:  	04:47:  	20:11:  
20220329	02-27	06:14:  	12:28:24	18:43:  	04:54:  	10:06:  	15:26:  	05:48:  	19:09:  	05:17:  	19:40:  	04:46:  	20:12:  
20220330	02-28	06:13:  	12:28:06	18:44:  	05:26:  	10:56:  	16:35:  	05:47:  	19:10:  	05:16:  	19:41:  	04:44:  	20:13:  
20220331	02-29	06:11:  	12:27:49	18:45:  	05:54:  	11:43:  	17:41:  	05:45:  	19:11:  	05:14:  	19:42:  	04:42:  	20:14:  
20220401	03-01	06:10:  	12:27:31	18:46:  	06:20:  	12:28:  	18:45:  	05:43:  	19:12:  	05:13:  	19:43:  	04:41:  	20:15:  
20220402	03-02	06:08:  	12:27:13	18:47:  	06:45:  	13:12:  	19:48:  	05:42:  	19:13:  	05:11:  	19:44:  	04:39:  	20:16:  
20220403	03-03	06:07:  	12:26:56	18:48:  	07:11:  	13:56:  	20:51:  	05:40:  	19:14:  	05:09:  	19:45:  	04:37:  	20:17:  
20220404	03-04	06:05:  	12:26:38	18:49:  	07:38:  	14:41:  	21:53:  	05:39:  	19:15:  	05:08:  	19:46:  	04:36:  	20:19:  
20220405	03-05	06:04:  	12:26:21	18:49:  	08:08:  	15:27:  	22:54:  	05:37:  	19:16:  	05:06:  	19:47:  	04:34:  	20:20:  
20220406	03-06	06:02:  	12:26:04	18:50:  	08:43:  	16:15:  	23:54:  	05:36:  	19:17:  	05:05:  	19:48:  	04:32:  	20:21:  
20220407	03-07	06:01:  	12:25:47	18:51:  	09:23:  	17:05:  	--:--:  	05:34:  	19:18:  	05:03:  	19:49:  	04:31:  	20:22:  
20220408	03-08	05:59:  	12:25:30	18:52:  	10:09:  	17:56:  	00:51:  	05:33:  	19:19:  	05:01:  	19:50:  	04:29:  	20:23:  
20220409	03-09	05:58:  	12:25:14	18:53:  	11:01:  	18:46:  	01:42:  	05:31:  	19:20:  	05:00:  	19:51:  	04:27:  	20:24:  
20220410	03-10	05:57:  	12:24:57	18:54:  	11:58:  	19:37:  	02:28:  	05:30:  	19:21:  	04:58:  	19:52:  	04:25:  	20:25:  
20220411	03-11	05:55:  	12:24:41	18:55:  	12:59:  	20:25:  	03:08:  	05:28:  	19:22:  	04:57:  	19:54:  	04:24:  	20:27:  
20220412	03-12	05:54:  	12:24:26	18:56:  	14:02:  	21:13:  	03:43:  	05:27:  	19:23:  	04:55:  	19:55:  	04:22:  	20:28:  
20220413	03-13	05:52:  	12:24:10	18:57:  	15:06:  	21:59:  	04:14:  	05:25:  	19:24:  	04:54:  	19:56:  	04:20:  	20:29:  
20220414	03-14	05:51:  	12:23:55	18:58:  	16:11:  	22:45:  	04:42:  	05:24:  	19:25:  	04:52:  	19:57:  	04:19:  	20:30:  
20220415	03-15	05:49:  	12:23:40	18:59:  	17:18:  	23:32:  	05:09:  	05:23:  	19:26:  	04:50:  	19:58:  	04:17:  	20:31:  
20220416	03-16	05:48:  	12:23:26	18:59:  	18:26:  	--:--:  	05:35:  	05:21:  	19:26:  	04:49:  	19:59:  	04:15:  	20:33:  
20220417	03-17	05:47:  	12:23:12	19:00:  	19:37:  	00:19:  	06:03:  	05:20:  	19:27:  	04:47:  	20:00:  	04:14:  	20:34:  
20220418	03-18	05:45:  	12:22:58	19:01:  	20:51:  	01:10:  	06:34:  	05:18:  	19:28:  	04:46:  	20:01:  	04:12:  	20:35:  
20220419	03-19	05:44:  	12:22:45	19:02:  	22:07:  	02:04:  	07:10:  	05:17:  	19:29:  	04:44:  	20:02:  	04:10:  	20:36:  
20220420	03-20	05:43:  	12:22:32	19:03:  	23:21:  	03:03:  	07:53:  	05:15:  	19:30:  	04:43:  	20:03:  	04:09:  	20:37:  
20220421	03-21	05:41:  	12:22:19	19:04:  	--:--:  	04:05:  	08:46:  	05:14:  	19:31:  	04:41:  	20:04:  	04:07:  	20:39:  
20220422	03-22	05:40:  	12:22:07	19:05:  	00:29:  	05:08:  	09:47:  	05:13:  	19:32:  	04:40:  	20:05:  	04:05:  	20:40:  
20220423	03-23	05:39:  	12:21:56	19:06:  	01:28:  	06:10:  	10:55:  	05:11:  	19:33:  	04:38:  	20:06:  	04:04:  	20:41:  
20220424	03-24	05:37:  	12:21:45	19:07:  	02:16:  	07:08:  	12:06:  	05:10:  	19:34:  	04:37:  	20:07:  	04:02:  	20:42:  
20220425	03-25	05:36:  	12:21:34	19:08:  	02:56:  	08:03:  	13:17:  	05:09:  	19:35:  	04:35:  	20:09:  	04:00:  	20:44:  
20220426	03-26	05:35:  	12:21:24	19:09:  	03:29:  	08:53:  	14:25:  	05:07:  	19:36:  	04:34:  	20:10:  	03:59:  	20:45:  
20220427	03-27	05:34:  	12:21:15	19:09:  	03:58:  	09:40:  	15:31:  	05:06:  	19:37:  	04:33:  	20:11:  	03:57:  	20:46:  
20220428	03-28	05:32:  	12:21:06	19:10:  	04:23:  	10:24:  	16:34:  	05:05:  	19:38:  	04:31:  	20:12:  	03:56:  	20:48:  
20220429	03-29	05:31:  	12:20:57	19:11:  	04:48:  	11:07:  	17:37:  	05:03:  	19:39:  	04:30:  	20:13:  	03:54:  	20:49:  
20220430	03-30	05:30:  	12:20:49	19:12:  	05:13:  	11:51:  	18:39:  	05:02:  	19:40:  	04:28:  	20:14:  	03:52:  	20:50:  
20220501	04-01	05:29:  	12:20:42	19:13:  	05:39:  	12:35:  	19:41:  	05:01:  	19:41:  	04:27:  	20:15:  	03:51:  	20:52:  
20220502	04-02	05:28:  	12:20:35	19:14:  	06:08:  	13:21:  	20:43:  	05:00:  	19:42:  	04:26:  	20:16:  	03:49:  	20:53:  
20220503	04-03	05:27:  	12:20:28	19:15:  	06:41:  	14:08:  	21:43:  	04:58:  	19:43:  	04:24:  	20:18:  	03:48:  	20:54:  
20220504	04-04	05:26:  	12:20:23	19:16:  	07:18:  	14:58:  	22:42:  	04:57:  	19:44:  	04:23:  	20:19:  	03:46:  	20:55:  
20220505	04-05	05:24:  	12:20:17	19:17:  	08:02:  	15:48:  	23:35:  	04:56:  	19:45:  	04:22:  	20:20:  	03:45:  	20:57:  
20220506	04-06	05:23:  	12:20:12	19:18:  	08:52:  	16:39:  	--:--:  	04:55:  	19:46:  	04:20:  	20:21:  	03:43:  	20:58:  
20220507	04-07	05:22:  	12:20:08	19:19:  	09:47:  	17:29:  	00:24:  	04:54:  	19:47:  	04:19:  	20:22:  	03:42:  	20:59:  
20220508	04-08	05:21:  	12:20:05	19:19:  	10:46:  	18:18:  	01:06:  	04:53:  	19:48:  	04:18:  	20:23:  	03:40:  	21:01:  
20220509	04-09	05:20:  	12:20:01	19:20:  	11:47:  	19:05:  	01:42:  	04:52:  	19:49:  	04:17:  	20:24:  	03:39:  	21:02:  
20220510	04-10	05:19:  	12:19:59	19:21:  	12:49:  	19:51:  	02:13:  	04:51:  	19:50:  	04:15:  	20:25:  	03:38:  	21:03:  
20220511	04-11	05:18:  	12:19:57	19:22:  	13:53:  	20:36:  	02:42:  	04:49:  	19:51:  	04:14:  	20:26:  	03:36:  	21:05:  
20220512	04-12	05:17:  	12:19:55	19:23:  	14:57:  	21:21:  	03:08:  	04:48:  	19:52:  	04:13:  	20:28:  	03:35:  	21:06:  
20220513	04-13	05:17:  	12:19:55	19:24:  	16:04:  	22:07:  	03:34:  	04:47:  	19:53:  	04:12:  	20:29:  	03:34:  	21:07:  
20220514	04-14	05:16:  	12:19:54	19:25:  	17:13:  	22:56:  	04:01:  	04:46:  	19:54:  	04:11:  	20:30:  	03:32:  	21:09:  
20220515	04-15	05:15:  	12:19:54	19:26:  	18:27:  	23:49:  	04:30:  	04:46:  	19:55:  	04:10:  	20:31:  	03:31:  	21:10:  
20220516	04-16	05:14:  	12:19:55	19:26:  	19:43:  	--:--:  	05:04:  	04:45:  	19:56:  	04:09:  	20:32:  	03:30:  	21:11:  
20220517	04-17	05:13:  	12:19:57	19:27:  	21:00:  	00:47:  	05:44:  	04:44:  	19:57:  	04:08:  	20:33:  	03:28:  	21:12:  
20220518	04-18	05:12:  	12:19:59	19:28:  	22:14:  	01:49:  	06:34:  	04:43:  	19:58:  	04:07:  	20:34:  	03:27:  	21:14:  
20220519	04-19	05:12:  	12:20:01	19:29:  	23:19:  	02:54:  	07:33:  	04:42:  	19:59:  	04:06:  	20:35:  	03:26:  	21:15:  
20220520	04-20	05:11:  	12:20:04	19:30:  	--:--:  	03:59:  	08:42:  	04:41:  	19:59:  	04:05:  	20:36:  	03:25:  	21:16:  
20220521	04-21	05:10:  	12:20:08	19:31:  	00:13:  	05:01:  	09:55:  	04:40:  	20:00:  	04:04:  	20:37:  	03:24:  	21:17:  
20220522	04-22	05:09:  	12:20:12	19:31:  	00:57:  	05:59:  	11:07:  	04:40:  	20:01:  	04:03:  	20:38:  	03:23:  	21:19:  
20220523	04-23	05:09:  	12:20:16	19:32:  	01:32:  	06:51:  	12:17:  	04:39:  	20:02:  	04:02:  	20:39:  	03:22:  	21:20:  
20220524	04-24	05:08:  	12:20:22	19:33:  	02:02:  	07:39:  	13:24:  	04:38:  	20:03:  	04:01:  	20:40:  	03:21:  	21:21:  
20220525	04-25	05:08:  	12:20:27	19:34:  	02:29:  	08:23:  	14:28:  	04:38:  	20:04:  	04:00:  	20:41:  	03:20:  	21:22:  
20220526	04-26	05:07:  	12:20:34	19:35:  	02:53:  	09:07:  	15:30:  	04:37:  	20:05:  	04:00:  	20:42:  	03:19:  	21:23:  
20220527	04-27	05:06:  	12:20:40	19:35:  	03:17:  	09:49:  	16:31:  	04:36:  	20:05:  	03:59:  	20:43:  	03:18:  	21:24:  
20220528	04-28	05:06:  	12:20:48	19:36:  	03:43:  	10:33:  	17:32:  	04:36:  	20:06:  	03:58:  	20:44:  	03:17:  	21:26:  
20220529	04-29	05:05:  	12:20:55	19:37:  	04:10:  	11:17:  	18:34:  	04:35:  	20:07:  	03:58:  	20:45:  	03:16:  	21:27:  
20220530	05-01	05:05:  	12:21:04	19:37:  	04:41:  	12:04:  	19:35:  	04:35:  	20:08:  	03:57:  	20:46:  	03:15:  	21:28:  
20220531	05-02	05:05:  	12:21:12	19:38:  	05:17:  	12:52:  	20:34:  	04:34:  	20:09:  	03:56:  	20:47:  	03:14:  	21:29:  
20220601	05-03	05:04:  	12:21:21	19:39:  	05:58:  	13:42:  	21:29:  	04:34:  	20:09:  	03:56:  	20:47:  	03:14:  	21:30:  
20220602	05-04	05:04:  	12:21:31	19:39:  	06:46:  	14:33:  	22:19:  	04:33:  	20:10:  	03:55:  	20:48:  	03:13:  	21:31:  
20220603	05-05	05:04:  	12:21:40	19:40:  	07:39:  	15:24:  	23:03:  	04:33:  	20:11:  	03:55:  	20:49:  	03:12:  	21:32:  
20220604	05-06	05:03:  	12:21:50	19:41:  	08:37:  	16:13:  	23:41:  	04:33:  	20:11:  	03:54:  	20:50:  	03:12:  	21:33:  
20220605	05-07	05:03:  	12:22:01	19:41:  	09:37:  	17:00:  	--:--:  	04:32:  	20:12:  	03:54:  	20:50:  	03:11:  	21:33:  
