<TOPS - 조위예측극치자료>

대상조위관측소 : 추자도
위도(WGS84) : N  33도 57분 43초
2021 12 15 15 25 MIN   115
2021 12 15 20 59 MAX   216
2021 12 16 03 19 MIN    61
2021 12 16 10 02 MAX   257
2021 12 16 16 10 MIN   107
2021 12 16 21 32 MAX   214
2021 12 17 03 53 MIN    50
2021 12 17 10 33 MAX   269
2021 12 17 16 49 MIN   100
2021 12 17 22 05 MAX   215
2021 12 18 04 25 MIN    39
2021 12 18 11 03 MAX   279
2021 12 18 17 23 MIN    93
2021 12 18 22 37 MAX   218
2021 12 19 04 57 MIN    31
2021 12 19 11 33 MAX   287
2021 12 19 17 57 MIN    88
2021 12 19 23 09 MAX   220
2021 12 20 05 29 MIN    24
2021 12 20 12 04 MAX   293
2021 12 20 18 29 MIN    87
2021 12 20 23 42 MAX   221
2021 12 21 06 03 MIN    22
2021 12 21 12 37 MAX   294
2021 12 21 19 04 MIN    88
2021 12 22 00 16 MAX   221
2021 12 22 06 39 MIN    24
2021 12 22 13 13 MAX   291
2021 12 22 19 41 MIN    92
2021 12 23 00 53 MAX   218
2021 12 23 07 18 MIN    32
2021 12 23 13 51 MAX   284
2021 12 23 20 20 MIN    97
2021 12 24 01 33 MAX   213
2021 12 24 08 00 MIN    44
2021 12 24 14 32 MAX   275
2021 12 24 21 04 MIN   101
2021 12 25 02 21 MAX   207
2021 12 25 08 46 MIN    59
2021 12 25 15 17 MAX   264
2021 12 25 21 53 MIN   102
2021 12 26 03 20 MAX   203
2021 12 26 09 39 MIN    76
2021 12 26 16 07 MAX   252
2021 12 26 22 47 MIN    98
2021 12 27 04 37 MAX   203
2021 12 27 10 42 MIN    92
2021 12 27 17 04 MAX   242
2021 12 27 23 46 MIN    88
2021 12 28 06 02 MAX   212
2021 12 28 11 58 MIN   102
2021 12 28 18 06 MAX   233
2021 12 29 00 45 MIN    72
2021 12 29 07 18 MAX   231
2021 12 29 13 18 MIN   102
2021 12 29 19 07 MAX   228
2021 12 30 01 42 MIN    50
2021 12 30 08 22 MAX   256
2021 12 30 14 32 MIN    93
2021 12 30 20 05 MAX   228
2021 12 31 02 36 MIN    25
2021 12 31 09 18 MAX   283
2021 12 31 15 34 MIN    79
2021 12 31 20 59 MAX   230
2022 01 01 03 28 MIN     0
2022 01 01 10 10 MAX   308
2022 01 01 16 29 MIN    64
2022 01 01 21 50 MAX   236
2022 01 02 04 17 MIN   -21
2022 01 02 10 59 MAX   326
2022 01 02 17 20 MIN    53
2022 01 02 22 38 MAX   241
2022 01 03 05 06 MIN   -35
2022 01 03 11 46 MAX   335
2022 01 03 18 07 MIN    47
2022 01 03 23 25 MAX   245
2022 01 04 05 54 MIN   -39
2022 01 04 12 33 MAX   334
2022 01 04 18 53 MIN    48
2022 01 05 00 12 MAX   245
2022 01 05 06 41 MIN   -31
2022 01 05 13 19 MAX   324
2022 01 05 19 39 MIN    53
2022 01 06 01 00 MAX   240
2022 01 06 07 28 MIN   -11
2022 01 06 14 05 MAX   306
2022 01 06 20 25 MIN    62
2022 01 07 01 50 MAX   232
2022 01 07 08 16 MIN    17
2022 01 07 14 51 MAX   284
2022 01 07 21 13 MIN    73
2022 01 08 02 46 MAX   221
2022 01 08 09 05 MIN    51
2022 01 08 15 36 MAX   260
2022 01 08 22 03 MIN    82
2022 01 09 03 53 MAX   210
2022 01 09 09 58 MIN    86
2022 01 09 16 24 MAX   237
2022 01 09 22 57 MIN    88
2022 01 10 05 16 MAX   205
2022 01 10 11 01 MIN   116
2022 01 10 17 16 MAX   216
2022 01 10 23 55 MIN    91
2022 01 11 06 47 MAX   207
2022 01 11 12 23 MIN   136
2022 01 11 18 16 MAX   201
2022 01 12 00 55 MIN    89
2022 01 12 08 04 MAX   216
2022 01 12 13 58 MIN   141
2022 01 12 19 21 MAX   191
2022 01 13 01 52 MIN    82
2022 01 13 09 03 MAX   229
2022 01 13 15 13 MIN   133
2022 01 13 20 20 MAX   189
2022 01 14 02 42 MIN    72
2022 01 14 09 47 MAX   243
2022 01 14 16 04 MIN   120
2022 01 14 21 09 MAX   192
2022 01 15 03 26 MIN    59
2022 01 15 10 22 MAX   256
2022 01 15 16 42 MIN   106
2022 01 15 21 50 MAX   198
2022 01 16 04 06 MIN    44
2022 01 16 10 53 MAX   268
2022 01 16 17 15 MIN    93
2022 01 16 22 27 MAX   207
2022 01 17 04 42 MIN    29
2022 01 17 11 23 MAX   279
2022 01 17 17 45 MIN    82
2022 01 17 23 01 MAX   216
2022 01 18 05 18 MIN    16
2022 01 18 11 53 MAX   288
2022 01 18 18 14 MIN    74
2022 01 18 23 33 MAX   224
2022 01 19 05 53 MIN     7
2022 01 19 12 22 MAX   293
2022 01 19 18 45 MIN    69
2022 01 20 00 06 MAX   229
2022 01 20 06 29 MIN     3
2022 01 20 12 53 MAX   294
2022 01 20 19 17 MIN    66
2022 01 21 00 40 MAX   232
2022 01 21 07 05 MIN     7
2022 01 21 13 25 MAX   290
2022 01 21 19 52 MIN    64
2022 01 22 01 17 MAX   233
2022 01 22 07 44 MIN    18
2022 01 22 13 58 MAX   283
2022 01 22 20 29 MIN    64
2022 01 23 02 00 MAX   230
2022 01 23 08 26 MIN    36
2022 01 23 14 34 MAX   271
2022 01 23 21 09 MIN    64
2022 01 24 02 51 MAX   227
2022 01 24 09 13 MIN    58
2022 01 24 15 14 MAX   255
2022 01 24 21 55 MIN    65
2022 01 25 03 55 MAX   223
2022 01 25 10 09 MIN    83
2022 01 25 16 02 MAX   236
2022 01 25 22 49 MIN    64
2022 01 26 05 17 MAX   223
2022 01 26 11 22 MIN   104
2022 01 26 17 03 MAX   217
2022 01 26 23 53 MIN    60
2022 01 27 06 48 MAX   233
2022 01 27 12 52 MIN   113
2022 01 27 18 22 MAX   203
2022 01 28 01 04 MIN    49
2022 01 28 08 08 MAX   251
2022 01 28 14 21 MIN   107
2022 01 28 19 41 MAX   200
2022 01 29 02 13 MIN    32
2022 01 29 09 14 MAX   273
2022 01 29 15 32 MIN    90
2022 01 29 20 49 MAX   207
2022 01 30 03 15 MIN     9
2022 01 30 10 08 MAX   295
2022 01 30 16 27 MIN    70
2022 01 30 21 46 MAX   220
2022 01 31 04 11 MIN   -14
2022 01 31 10 56 MAX   312
2022 01 31 17 13 MIN    52
2022 01 31 22 35 MAX   234
2022 02 01 05 01 MIN   -32
2022 02 01 11 38 MAX   321
2022 02 01 17 55 MIN    39
2022 02 01 23 20 MAX   247
2022 02 02 05 47 MIN   -40
2022 02 02 12 18 MAX   321
2022 02 02 18 35 MIN    31
2022 02 03 00 03 MAX   254
2022 02 03 06 30 MIN   -35
2022 02 03 12 56 MAX   313
2022 02 03 19 15 MIN    31
2022 02 04 00 46 MAX   255
2022 02 04 07 12 MIN   -17
2022 02 04 13 31 MAX   297
2022 02 04 19 53 MIN    36
2022 02 05 01 30 MAX   249
2022 02 05 07 53 MIN    12
2022 02 05 14 05 MAX   276
2022 02 05 20 31 MIN    45
2022 02 06 02 16 MAX   238
2022 02 06 08 34 MIN    47
2022 02 06 14 37 MAX   252
2022 02 06 21 10 MIN    58
2022 02 07 03 07 MAX   225
2022 02 07 09 17 MIN    84
2022 02 07 15 07 MAX   229
2022 02 07 21 50 MIN    71
2022 02 08 04 09 MAX   213
2022 02 08 10 06 MIN   117
2022 02 08 15 39 MAX   206
2022 02 08 22 36 MIN    83
2022 02 09 05 32 MAX   205
2022 02 09 11 15 MIN   142
2022 02 09 16 25 MAX   186
2022 02 09 23 35 MIN    91
2022 02 10 07 08 MAX   207
2022 02 10 13 18 MIN   151
2022 02 10 18 02 MAX   171
2022 02 11 00 50 MIN    93
2022 02 11 08 30 MAX   216
2022 02 11 15 10 MIN   139
2022 02 11 19 46 MAX   169
2022 02 12 02 06 MIN    84
2022 02 12 09 26 MAX   230
2022 02 12 15 59 MIN   121
2022 02 12 20 55 MAX   178
2022 02 13 03 06 MIN    68
2022 02 13 10 06 MAX   245
2022 02 13 16 32 MIN   103
2022 02 13 21 41 MAX   191
2022 02 14 03 52 MIN    48
2022 02 14 10 38 MAX   259
2022 02 14 16 59 MIN    86
2022 02 14 22 17 MAX   205
2022 02 15 04 30 MIN    27
2022 02 15 11 06 MAX   271
2022 02 15 17 25 MIN    71
2022 02 15 22 49 MAX   219
2022 02 16 05 05 MIN     9
2022 02 16 11 33 MAX   282
2022 02 16 17 51 MIN    58
2022 02 16 23 20 MAX   232
2022 02 17 05 39 MIN    -4
2022 02 17 11 59 MAX   289
2022 02 17 18 19 MIN    45
2022 02 17 23 51 MAX   244
2022 02 18 06 13 MIN   -11
2022 02 18 12 25 MAX   293
2022 02 18 18 48 MIN    35
2022 02 19 00 24 MAX   253
2022 02 19 06 49 MIN    -8
2022 02 19 12 54 MAX   291
2022 02 19 19 20 MIN    28
2022 02 20 01 01 MAX   258
2022 02 20 07 27 MIN     4
2022 02 20 13 25 MAX   283
2022 02 20 19 55 MIN    25
2022 02 21 01 43 MAX   258
2022 02 21 08 08 MIN    25
2022 02 21 13 57 MAX   268
2022 02 21 20 32 MIN    28
2022 02 22 02 30 MAX   253
2022 02 22 08 54 MIN    53
2022 02 22 14 34 MAX   248
2022 02 22 21 15 MIN    36
2022 02 23 03 30 MAX   244
2022 02 23 09 49 MIN    84
2022 02 23 15 18 MAX   223
2022 02 23 22 06 MIN    47
2022 02 24 04 51 MAX   235
2022 02 24 11 03 MIN   110
2022 02 24 16 17 MAX   198
2022 02 24 23 13 MIN    56
2022 02 25 06 33 MAX   235
2022 02 25 12 44 MIN   122
2022 02 25 17 56 MAX   180
2022 02 26 00 37 MIN    57
2022 02 26 08 05 MAX   246
2022 02 26 14 25 MIN   112
2022 02 26 19 40 MAX   181
2022 02 27 02 02 MIN    44
2022 02 27 09 14 MAX   264
2022 02 27 15 32 MIN    90
2022 02 27 20 53 MAX   196
2022 02 28 03 11 MIN    21
2022 02 28 10 05 MAX   282
2022 02 28 16 19 MIN    66
2022 02 28 21 46 MAX   217
2022 03 01 04 06 MIN    -3
2022 03 01 10 46 MAX   295
2022 03 01 16 59 MIN    45
2022 03 01 22 31 MAX   238
2022 03 02 04 53 MIN   -21
2022 03 02 11 21 MAX   302
2022 03 02 17 36 MIN    27
2022 03 02 23 12 MAX   255
2022 03 03 05 35 MIN   -29
2022 03 03 11 54 MAX   301
2022 03 03 18 11 MIN    16
2022 03 03 23 51 MAX   266
2022 03 04 06 15 MIN   -23
2022 03 04 12 25 MAX   294
2022 03 04 18 44 MIN    12
2022 03 05 00 29 MAX   269
2022 03 05 06 53 MIN    -5
2022 03 05 12 53 MAX   280
2022 03 05 19 18 MIN    15
2022 03 06 01 08 MAX   265
2022 03 06 07 30 MIN    22
2022 03 06 13 20 MAX   262
2022 03 06 19 49 MIN    24
2022 03 07 01 47 MAX   256
2022 03 07 08 06 MIN    54
2022 03 07 13 46 MAX   241
2022 03 07 20 20 MIN    39
2022 03 08 02 29 MAX   243
2022 03 08 08 44 MIN    87
2022 03 08 14 11 MAX   220
2022 03 08 20 52 MIN    55
2022 03 09 03 18 MAX   229
2022 03 09 09 26 MIN   116
2022 03 09 14 38 MAX   200
2022 03 09 21 28 MIN    73
2022 03 10 04 24 MAX   216
2022 03 10 10 26 MIN   140
2022 03 10 15 13 MAX   180
2022 03 10 22 18 MIN    89
2022 03 11 05 59 MAX   208
2022 03 11 12 30 MIN   150
2022 03 11 16 47 MAX   162
2022 03 11 23 41 MIN    99
2022 03 12 07 39 MAX   212
2022 03 12 14 53 MIN   137
2022 03 12 19 18 MAX   161
2022 03 13 01 25 MIN    95
2022 03 13 08 51 MAX   224
2022 03 13 15 37 MIN   118
2022 03 13 20 37 MAX   173
2022 03 14 02 41 MIN    78
2022 03 14 09 37 MAX   238
2022 03 14 16 06 MIN    99
2022 03 14 21 24 MAX   190
2022 03 15 03 31 MIN    55
2022 03 15 10 10 MAX   251
2022 03 15 16 31 MIN    80
2022 03 15 22 00 MAX   208
2022 03 16 04 09 MIN    33
2022 03 16 10 37 MAX   264
2022 03 16 16 54 MIN    61
2022 03 16 22 30 MAX   227
2022 03 17 04 44 MIN    13
2022 03 17 11 01 MAX   274
2022 03 17 17 19 MIN    41
2022 03 17 23 01 MAX   246
2022 03 18 05 19 MIN    -2
2022 03 18 11 26 MAX   283
2022 03 18 17 46 MIN    21
2022 03 18 23 32 MAX   264
2022 03 19 05 54 MIN    -9
2022 03 19 11 52 MAX   287
2022 03 19 18 16 MIN     5
2022 03 20 00 07 MAX   278
2022 03 20 06 31 MIN    -6
2022 03 20 12 21 MAX   285
2022 03 20 18 48 MIN    -5
2022 03 21 00 45 MAX   286
2022 03 21 07 10 MIN     7
2022 03 21 12 53 MAX   274
2022 03 21 19 23 MIN    -6
2022 03 22 01 29 MAX   286
2022 03 22 07 53 MIN    31
2022 03 22 13 27 MAX   256
2022 03 22 20 02 MIN     3
2022 03 23 02 18 MAX   277
2022 03 23 08 42 MIN    61
2022 03 23 14 05 MAX   232
2022 03 23 20 45 MIN    20
2022 03 24 03 19 MAX   262
2022 03 24 09 40 MIN    93
2022 03 24 14 50 MAX   206
2022 03 24 21 37 MIN    42
2022 03 25 04 45 MAX   246
2022 03 25 11 02 MIN   117
2022 03 25 15 57 MAX   181
2022 03 25 22 49 MIN    62
2022 03 26 06 30 MAX   240
2022 03 26 12 52 MIN   122
2022 03 26 18 05 MAX   169
2022 03 27 00 25 MIN    69
2022 03 27 08 00 MAX   247
2022 03 27 14 24 MIN   107
2022 03 27 19 51 MAX   180
2022 03 28 01 57 MIN    58
2022 03 28 09 03 MAX   259
2022 03 28 15 19 MIN    84
2022 03 28 20 56 MAX   202
2022 03 29 03 05 MIN    38
2022 03 29 09 49 MAX   269
2022 03 29 15 59 MIN    61
2022 03 29 21 43 MAX   225
2022 03 30 03 56 MIN    18
2022 03 30 10 24 MAX   276
2022 03 30 16 35 MIN    39
2022 03 30 22 24 MAX   247
2022 03 31 04 40 MIN     5
2022 03 31 10 55 MAX   278
2022 03 31 17 09 MIN    21
2022 03 31 23 00 MAX   264
2022 04 01 05 19 MIN     1
2022 04 01 11 23 MAX   276
2022 04 01 17 41 MIN    10
2022 04 01 23 36 MAX   275
2022 04 02 05 57 MIN     8
2022 04 02 11 49 MAX   269
2022 04 02 18 12 MIN     5
2022 04 03 00 11 MAX   280
2022 04 03 06 32 MIN    23
2022 04 03 12 15 MAX   258
2022 04 03 18 41 MIN     8
2022 04 04 00 46 MAX   278
2022 04 04 07 07 MIN    45
2022 04 04 12 40 MAX   244
2022 04 04 19 10 MIN    17
2022 04 05 01 21 MAX   272
2022 04 05 07 43 MIN    70
2022 04 05 13 05 MAX   228
2022 04 05 19 38 MIN    31
2022 04 06 01 59 MAX   261
2022 04 06 08 20 MIN    95
2022 04 06 13 32 MAX   212
2022 04 06 20 07 MIN    49
2022 04 07 02 42 MAX   248
2022 04 07 09 02 MIN   117
2022 04 07 14 03 MAX   195
2022 04 07 20 42 MIN    68
2022 04 08 03 40 MAX   233
2022 04 08 10 01 MIN   136
2022 04 08 14 45 MAX   178
2022 04 08 21 30 MIN    87
2022 04 09 05 04 MAX   221
2022 04 09 11 47 MIN   145
2022 04 09 16 23 MAX   163
2022 04 09 22 48 MIN   102
2022 04 10 06 39 MAX   218
2022 04 10 13 54 MIN   136
2022 04 10 18 43 MAX   163
2022 04 11 00 35 MIN   103
2022 04 11 07 58 MAX   225
2022 04 11 14 49 MIN   118
2022 04 11 20 04 MAX   177
2022 04 12 02 00 MIN    90
2022 04 12 08 50 MAX   235
2022 04 12 15 21 MIN    99
2022 04 12 20 55 MAX   196
2022 04 13 02 56 MIN    71
2022 04 13 09 25 MAX   246
2022 04 13 15 48 MIN    78
2022 04 13 21 32 MAX   217
2022 04 14 03 39 MIN    50
2022 04 14 09 53 MAX   256
2022 04 14 16 13 MIN    54
2022 04 14 22 04 MAX   240
2022 04 15 04 17 MIN    31
2022 04 15 10 19 MAX   266
2022 04 15 16 40 MIN    29
2022 04 15 22 37 MAX   265
2022 04 16 04 55 MIN    17
2022 04 16 10 46 MAX   273
2022 04 16 17 10 MIN     5
2022 04 16 23 12 MAX   288
2022 04 17 05 33 MIN    10
2022 04 17 11 17 MAX   276
2022 04 17 17 43 MIN   -14
2022 04 17 23 50 MAX   305
2022 04 18 06 14 MIN    13
2022 04 18 11 49 MAX   272
2022 04 18 18 19 MIN   -23
2022 04 19 00 32 MAX   313
2022 04 19 06 57 MIN    26
2022 04 19 12 25 MAX   260
2022 04 19 18 57 MIN   -20
2022 04 20 01 18 MAX   311
2022 04 20 07 44 MIN    49
2022 04 20 13 04 MAX   242
2022 04 20 19 38 MIN    -5
2022 04 21 02 12 MAX   297
2022 04 21 08 37 MIN    76
2022 04 21 13 47 MAX   219
2022 04 21 20 25 MIN    19
2022 04 22 03 19 MAX   278
2022 04 22 09 42 MIN   102
2022 04 22 14 42 MAX   196
2022 04 22 21 23 MIN    47
2022 04 23 04 46 MAX   261
2022 04 23 11 06 MIN   118
2022 04 23 16 12 MAX   178
2022 04 23 22 40 MIN    71
2022 04 24 06 20 MAX   252
2022 04 24 12 43 MIN   117
2022 04 24 18 18 MAX   178
2022 04 25 00 15 MIN    81
2022 04 25 07 39 MAX   252
2022 04 25 13 58 MIN   102
2022 04 25 19 49 MAX   194
2022 04 26 01 43 MIN    76
2022 04 26 08 37 MAX   254
2022 04 26 14 50 MIN    83
2022 04 26 20 49 MAX   216
2022 04 27 02 49 MIN    65
2022 04 27 09 20 MAX   256
2022 04 27 15 30 MIN    62
2022 04 27 21 34 MAX   238
2022 04 28 03 40 MIN    54
2022 04 28 09 53 MAX   256
2022 04 28 16 05 MIN    44
2022 04 28 22 13 MAX   256
2022 04 29 04 23 MIN    48
2022 04 29 10 21 MAX   254
2022 04 29 16 37 MIN    29
2022 04 29 22 47 MAX   271
2022 04 30 05 02 MIN    47
2022 04 30 10 48 MAX   250
2022 04 30 17 08 MIN    19
2022 04 30 23 21 MAX   281
2022 05 01 05 39 MIN    51
2022 05 01 11 13 MAX   245
2022 05 01 17 38 MIN    15
2022 05 01 23 53 MAX   287
2022 05 02 06 15 MIN    61
2022 05 02 11 39 MAX   238
2022 05 02 18 06 MIN    17
2022 05 03 00 26 MAX   288
2022 05 03 06 49 MIN    74
2022 05 03 12 06 MAX   229
2022 05 03 18 34 MIN    25
2022 05 04 01 00 MAX   285
2022 05 04 07 25 MIN    89
2022 05 04 12 35 MAX   220
2022 05 04 19 04 MIN    36
2022 05 05 01 37 MAX   277
2022 05 05 08 03 MIN   105
2022 05 05 13 09 MAX   209
2022 05 05 19 37 MIN    51
2022 05 06 02 20 MAX   266
2022 05 06 08 48 MIN   121
2022 05 06 13 47 MAX   197
2022 05 06 20 16 MIN    69
2022 05 07 03 14 MAX   253
2022 05 07 09 46 MIN   133
2022 05 07 14 39 MAX   185
2022 05 07 21 06 MIN    87
2022 05 08 04 23 MAX   241
2022 05 08 11 04 MIN   139
2022 05 08 16 05 MAX   175
2022 05 08 22 14 MIN   102
2022 05 09 05 41 MAX   235
2022 05 09 12 31 MIN   135
2022 05 09 17 54 MAX   176
2022 05 09 23 40 MIN   109
2022 05 10 06 51 MAX   234
2022 05 10 13 35 MIN   122
2022 05 10 19 15 MAX   188
2022 05 11 01 02 MIN   105
2022 05 11 07 45 MAX   238
2022 05 11 14 18 MIN   103
2022 05 11 20 12 MAX   207
2022 05 12 02 08 MIN    93
2022 05 12 08 25 MAX   243
2022 05 12 14 52 MIN    80
2022 05 12 20 56 MAX   231
2022 05 13 03 01 MIN    77
2022 05 13 09 00 MAX   250
2022 05 13 15 25 MIN    54
2022 05 13 21 34 MAX   258
2022 05 14 03 47 MIN    62
2022 05 14 09 33 MAX   257
2022 05 14 15 59 MIN    26
2022 05 14 22 13 MAX   286
2022 05 15 04 32 MIN    49
2022 05 15 10 08 MAX   262
2022 05 15 16 36 MIN     1
2022 05 15 22 53 MAX   310
2022 05 16 05 15 MIN    42
2022 05 16 10 44 MAX   264
2022 05 16 17 14 MIN   -17
2022 05 16 23 36 MAX   327
2022 05 17 06 01 MIN    43
2022 05 17 11 23 MAX   260
2022 05 17 17 54 MIN   -24
2022 05 18 00 23 MAX   333
2022 05 18 06 48 MIN    53
2022 05 18 12 05 MAX   250
2022 05 18 18 38 MIN   -18
2022 05 19 01 14 MAX   328
2022 05 19 07 39 MIN    69
2022 05 19 12 51 MAX   236
2022 05 19 19 25 MIN    -1
2022 05 20 02 12 MAX   314
2022 05 20 08 36 MIN    89
2022 05 20 13 43 MAX   219
2022 05 20 20 17 MIN    25
2022 05 21 03 19 MAX   295
2022 05 21 09 40 MIN   106
2022 05 21 14 49 MAX   204
2022 05 21 21 18 MIN    54
2022 05 22 04 36 MAX   277
2022 05 22 10 54 MIN   114
2022 05 22 16 23 MAX   195
2022 05 22 22 31 MIN    79
2022 05 23 05 53 MAX   264
2022 05 23 12 10 MIN   112
2022 05 23 18 06 MAX   200
2022 05 23 23 54 MIN    96
2022 05 24 07 01 MAX   255
2022 05 24 13 16 MIN   102
2022 05 24 19 30 MAX   214
2022 05 25 01 16 MIN   103
2022 05 25 07 56 MAX   249
2022 05 25 14 09 MIN    88
2022 05 25 20 33 MAX   232
2022 05 26 02 25 MIN   102
2022 05 26 08 39 MAX   243
2022 05 26 14 53 MIN    73
2022 05 26 21 21 MAX   248
2022 05 27 03 21 MIN   100
2022 05 27 09 14 MAX   237
2022 05 27 15 30 MIN    60
2022 05 27 22 01 MAX   263
2022 05 28 04 07 MIN    97
2022 05 28 09 44 MAX   233
2022 05 28 16 05 MIN    49
2022 05 28 22 36 MAX   275
2022 05 29 04 48 MIN    95
2022 05 29 10 12 MAX   230
2022 05 29 16 36 MIN    41
2022 05 29 23 07 MAX   284
2022 05 30 05 26 MIN    94
2022 05 30 10 41 MAX   228
2022 05 30 17 07 MIN    37
2022 05 30 23 38 MAX   291
2022 05 31 06 02 MIN    96
2022 05 31 11 11 MAX   226
2022 05 31 17 37 MIN    36
2022 06 01 00 10 MAX   295
2022 06 01 06 36 MIN   100
2022 06 01 11 43 MAX   224
2022 06 01 18 08 MIN    39
2022 06 02 00 44 MAX   295
2022 06 02 07 13 MIN   107
2022 06 02 12 17 MAX   221
2022 06 02 18 42 MIN    46
2022 06 03 01 21 MAX   291
2022 06 03 07 51 MIN   115
2022 06 03 12 55 MAX   216
2022 06 03 19 20 MIN    56
2022 06 04 02 03 MAX   283
2022 06 04 08 34 MIN   123
2022 06 04 13 37 MAX   209
2022 06 04 20 02 MIN    70
2022 06 05 02 51 MAX   273
2022 06 05 09 23 MIN   131
2022 06 05 14 28 MAX   202
2022 06 05 20 49 MIN    86
2022 06 06 03 44 MAX   263
2022 06 06 10 19 MIN   134
2022 06 06 15 35 MAX   197
2022 06 06 21 45 MIN   101
2022 06 07 04 41 MAX   255
2022 06 07 11 18 MIN   131
2022 06 07 16 57 MAX   197
2022 06 07 22 50 MIN   112
2022 06 08 05 38 MAX   249
2022 06 08 12 16 MIN   121
2022 06 08 18 17 MAX   207
2022 06 09 00 04 MIN   118
2022 06 09 06 31 MAX   245
2022 06 09 13 07 MIN   105
2022 06 09 19 23 MAX   225
2022 06 10 01 17 MIN   117
2022 06 10 07 19 MAX   244
2022 06 10 13 53 MIN    83
2022 06 10 20 17 MAX   248
2022 06 11 02 22 MIN   108
2022 06 11 08 05 MAX   246
2022 06 11 14 38 MIN    58
2022 06 11 21 06 MAX   275
2022 06 12 03 20 MIN    96
2022 06 12 08 50 MAX   248
2022 06 12 15 21 MIN    32
2022 06 12 21 53 MAX   302
2022 06 13 04 13 MIN    84
2022 06 13 09 34 MAX   252
2022 06 13 16 06 MIN     9
2022 06 13 22 40 MAX   325
2022 06 14 05 03 MIN    75
2022 06 14 10 20 MAX   254
2022 06 14 16 52 MIN    -8
2022 06 14 23 28 MAX   340
2022 06 15 05 53 MIN    71
2022 06 15 11 06 MAX   254
2022 06 15 17 39 MIN   -14
2022 06 16 00 18 MAX   345
2022 06 16 06 43 MIN    74
2022 06 16 11 54 MAX   251
2022 06 16 18 27 MIN   -10
2022 06 17 01 11 MAX   340
2022 06 17 07 34 MIN    82
2022 06 17 12 45 MAX   244
2022 06 17 19 18 MIN     6
2022 06 18 02 06 MAX   327
2022 06 18 08 27 MIN    92
2022 06 18 13 42 MAX   235
2022 06 18 20 11 MIN    30
2022 06 19 03 05 MAX   310
2022 06 19 09 23 MIN   101
2022 06 19 14 48 MAX   226
2022 06 19 21 07 MIN    59
2022 06 20 04 07 MAX   290
2022 06 20 10 23 MIN   108
2022 06 20 16 08 MAX   221
2022 06 20 22 10 MIN    89
2022 06 21 05 09 MAX   271
2022 06 21 11 25 MIN   109
2022 06 21 17 39 MAX   222
2022 06 21 23 20 MIN   116
2022 06 22 06 08 MAX   254
2022 06 22 12 26 MIN   106
2022 06 22 19 03 MAX   231
2022 06 23 00 39 MIN   134
2022 06 23 07 02 MAX   240
2022 06 23 13 22 MIN    99
2022 06 23 20 12 MAX   242
2022 06 24 01 58 MIN   142
2022 06 24 07 49 MAX   229
2022 06 24 14 11 MIN    92
2022 06 24 21 08 MAX   255
2022 06 25 03 05 MIN   142
2022 06 25 08 32 MAX   221
2022 06 25 14 54 MIN    83
2022 06 25 21 52 MAX   266
2022 06 26 03 58 MIN   138
2022 06 26 09 10 MAX   218
2022 06 26 15 33 MIN    75
2022 06 26 22 27 MAX   276
2022 06 27 04 41 MIN   131
2022 06 27 09 46 MAX   218
2022 06 27 16 09 MIN    67
2022 06 27 22 58 MAX   285
2022 06 28 05 18 MIN   124
2022 06 28 10 21 MAX   221
2022 06 28 16 44 MIN    60
