<TOPS - 조위예측극치자료>

대상조위관측소 : 통영
위도(WGS84) : N  34도 49분 40초
2022 01 18 02 56 MIN    23
2022 01 18 09 33 MAX   240
2022 01 18 15 32 MIN    48
2022 01 18 21 26 MAX   200
2022 01 19 03 29 MIN    17
2022 01 19 10 05 MAX   246
2022 01 19 16 03 MIN    44
2022 01 19 22 00 MAX   204
2022 01 20 04 02 MIN    14
2022 01 20 10 37 MAX   248
2022 01 20 16 33 MIN    43
2022 01 20 22 35 MAX   206
2022 01 21 04 36 MIN    16
2022 01 21 11 09 MAX   246
2022 01 21 17 05 MIN    43
2022 01 21 23 10 MAX   204
2022 01 22 05 11 MIN    23
2022 01 22 11 42 MAX   240
2022 01 22 17 38 MIN    46
2022 01 22 23 49 MAX   200
2022 01 23 05 49 MIN    34
2022 01 23 12 17 MAX   229
2022 01 23 18 16 MIN    50
2022 01 24 00 31 MAX   194
2022 01 24 06 31 MIN    48
2022 01 24 12 55 MAX   215
2022 01 24 18 59 MIN    55
2022 01 25 01 22 MAX   187
2022 01 25 07 23 MIN    66
2022 01 25 13 40 MAX   198
2022 01 25 19 52 MIN    60
2022 01 26 02 31 MAX   180
2022 01 26 08 32 MIN    82
2022 01 26 14 42 MAX   182
2022 01 26 20 59 MIN    62
2022 01 27 04 04 MAX   180
2022 01 27 10 07 MIN    90
2022 01 27 16 05 MAX   171
2022 01 27 22 21 MIN    58
2022 01 28 05 41 MAX   192
2022 01 28 11 47 MIN    83
2022 01 28 17 33 MAX   172
2022 01 28 23 43 MIN    46
2022 01 29 06 56 MAX   212
2022 01 29 13 01 MIN    66
2022 01 29 18 45 MAX   182
2022 01 30 00 51 MIN    27
2022 01 30 07 54 MAX   235
2022 01 30 13 56 MIN    46
2022 01 30 19 44 MAX   198
2022 01 31 01 48 MIN     7
2022 01 31 08 44 MAX   255
2022 01 31 14 42 MIN    28
2022 01 31 20 35 MAX   213
2022 02 01 02 37 MIN    -9
2022 02 01 09 27 MAX   269
2022 02 01 15 23 MIN    16
2022 02 01 21 21 MAX   225
2022 02 02 03 21 MIN   -18
2022 02 02 10 06 MAX   274
2022 02 02 16 01 MIN    10
2022 02 02 22 03 MAX   231
2022 02 03 04 01 MIN   -18
2022 02 03 10 43 MAX   270
2022 02 03 16 38 MIN    11
2022 02 03 22 43 MAX   231
2022 02 04 04 39 MIN    -8
2022 02 04 11 16 MAX   258
2022 02 04 17 13 MIN    19
2022 02 04 23 21 MAX   224
2022 02 05 05 14 MIN    10
2022 02 05 11 46 MAX   240
2022 02 05 17 47 MIN    31
2022 02 05 23 58 MAX   212
2022 02 06 05 49 MIN    33
2022 02 06 12 14 MAX   219
2022 02 06 18 21 MIN    45
2022 02 07 00 35 MAX   197
2022 02 07 06 23 MIN    58
2022 02 07 12 39 MAX   197
2022 02 07 18 56 MIN    60
2022 02 08 01 16 MAX   182
2022 02 08 07 01 MIN    82
2022 02 08 13 05 MAX   176
2022 02 08 19 38 MIN    74
2022 02 09 02 10 MAX   168
2022 02 09 07 52 MIN   103
2022 02 09 13 41 MAX   157
2022 02 09 20 41 MIN    84
2022 02 10 03 37 MAX   160
2022 02 10 09 32 MIN   116
2022 02 10 15 08 MAX   142
2022 02 10 22 18 MIN    87
2022 02 11 05 31 MAX   164
2022 02 11 12 03 MIN   111
2022 02 11 17 31 MAX   142
2022 02 11 23 48 MIN    79
2022 02 12 06 46 MAX   178
2022 02 12 13 09 MIN    94
2022 02 12 18 44 MAX   153
2022 02 13 00 50 MIN    64
2022 02 13 07 34 MAX   195
2022 02 13 13 48 MIN    77
2022 02 13 19 31 MAX   167
2022 02 14 01 34 MIN    48
2022 02 14 08 12 MAX   212
2022 02 14 14 19 MIN    62
2022 02 14 20 08 MAX   181
2022 02 15 02 11 MIN    31
2022 02 15 08 45 MAX   227
2022 02 15 14 47 MIN    48
2022 02 15 20 42 MAX   195
2022 02 16 02 44 MIN    17
2022 02 16 09 16 MAX   240
2022 02 16 15 14 MIN    36
2022 02 16 21 15 MAX   208
2022 02 17 03 15 MIN     6
2022 02 17 09 45 MAX   250
2022 02 17 15 41 MIN    26
2022 02 17 21 48 MAX   219
2022 02 18 03 46 MIN    -1
2022 02 18 10 15 MAX   255
2022 02 18 16 09 MIN    19
2022 02 18 22 21 MAX   226
2022 02 19 04 19 MIN    -2
2022 02 19 10 45 MAX   255
2022 02 19 16 39 MIN    15
2022 02 19 22 55 MAX   228
2022 02 20 04 53 MIN     4
2022 02 20 11 16 MAX   248
2022 02 20 17 10 MIN    16
2022 02 20 23 31 MAX   225
2022 02 21 05 29 MIN    18
2022 02 21 11 48 MAX   235
2022 02 21 17 45 MIN    22
2022 02 22 00 10 MAX   216
2022 02 22 06 09 MIN    37
2022 02 22 12 22 MAX   215
2022 02 22 18 23 MIN    33
2022 02 23 00 55 MAX   203
2022 02 23 06 56 MIN    61
2022 02 23 13 02 MAX   192
2022 02 23 19 09 MIN    47
2022 02 24 01 54 MAX   186
2022 02 24 08 02 MIN    85
2022 02 24 13 58 MAX   168
2022 02 24 20 14 MIN    61
2022 02 25 03 35 MAX   175
2022 02 25 09 56 MIN    99
2022 02 25 15 38 MAX   151
2022 02 25 21 52 MIN    68
2022 02 26 05 41 MAX   183
2022 02 26 11 58 MIN    88
2022 02 26 17 33 MAX   155
2022 02 26 23 38 MIN    57
2022 02 27 06 58 MAX   205
2022 02 27 13 05 MIN    66
2022 02 27 18 49 MAX   174
2022 02 28 00 51 MIN    35
2022 02 28 07 50 MAX   229
2022 02 28 13 50 MIN    43
2022 02 28 19 42 MAX   197
2022 03 01 01 43 MIN    13
2022 03 01 08 32 MAX   248
2022 03 01 14 28 MIN    23
2022 03 01 20 27 MAX   217
2022 03 02 02 26 MIN    -5
2022 03 02 09 09 MAX   261
2022 03 02 15 03 MIN     8
2022 03 02 21 07 MAX   233
2022 03 03 03 05 MIN   -15
2022 03 03 09 43 MAX   265
2022 03 03 15 36 MIN     0
2022 03 03 21 45 MAX   242
2022 03 04 03 41 MIN   -15
2022 03 04 10 15 MAX   261
2022 03 04 16 09 MIN     0
2022 03 04 22 21 MAX   243
2022 03 05 04 15 MIN    -5
2022 03 05 10 43 MAX   250
2022 03 05 16 39 MIN     6
2022 03 05 22 54 MAX   237
2022 03 06 04 47 MIN    12
2022 03 06 11 08 MAX   233
2022 03 06 17 08 MIN    18
2022 03 06 23 26 MAX   226
2022 03 07 05 18 MIN    33
2022 03 07 11 30 MAX   214
2022 03 07 17 35 MIN    32
2022 03 07 23 57 MAX   211
2022 03 08 05 47 MIN    56
2022 03 08 11 50 MAX   195
2022 03 08 18 03 MIN    48
2022 03 09 00 30 MAX   195
2022 03 09 06 19 MIN    78
2022 03 09 12 10 MAX   176
2022 03 09 18 33 MIN    64
2022 03 10 01 10 MAX   179
2022 03 10 06 59 MIN    98
2022 03 10 12 37 MAX   157
2022 03 10 19 16 MIN    81
2022 03 11 02 14 MAX   164
2022 03 11 08 18 MIN   116
2022 03 11 13 30 MAX   138
2022 03 11 20 52 MIN    94
2022 03 12 04 26 MAX   158
2022 03 12 11 49 MIN   114
2022 03 12 17 03 MAX   132
2022 03 12 23 09 MIN    91
2022 03 13 06 18 MAX   171
2022 03 13 12 56 MIN    95
2022 03 13 18 33 MAX   148
2022 03 14 00 26 MIN    75
2022 03 14 07 10 MAX   189
2022 03 14 13 29 MIN    77
2022 03 14 19 16 MAX   166
2022 03 15 01 12 MIN    55
2022 03 15 07 47 MAX   208
2022 03 15 13 55 MIN    60
2022 03 15 19 50 MAX   185
2022 03 16 01 48 MIN    36
2022 03 16 08 18 MAX   225
2022 03 16 14 19 MIN    43
2022 03 16 20 23 MAX   204
2022 03 17 02 19 MIN    18
2022 03 17 08 47 MAX   240
2022 03 17 14 44 MIN    27
2022 03 17 20 54 MAX   222
2022 03 18 02 51 MIN     4
2022 03 18 09 15 MAX   251
2022 03 18 15 10 MIN    12
2022 03 18 21 27 MAX   238
2022 03 19 03 23 MIN    -5
2022 03 19 09 45 MAX   258
2022 03 19 15 39 MIN     0
2022 03 19 22 01 MAX   249
2022 03 20 03 58 MIN    -7
2022 03 20 10 16 MAX   258
2022 03 20 16 10 MIN    -6
2022 03 20 22 37 MAX   252
2022 03 21 04 33 MIN     1
2022 03 21 10 48 MAX   249
2022 03 21 16 43 MIN    -4
2022 03 21 23 14 MAX   248
2022 03 22 05 12 MIN    17
2022 03 22 11 21 MAX   231
2022 03 22 17 17 MIN     7
2022 03 22 23 53 MAX   234
2022 03 23 05 53 MIN    40
2022 03 23 11 56 MAX   208
2022 03 23 17 56 MIN    25
2022 03 24 00 38 MAX   215
2022 03 24 06 42 MIN    67
2022 03 24 12 37 MAX   181
2022 03 24 18 42 MIN    47
2022 03 25 01 38 MAX   193
2022 03 25 07 56 MIN    93
2022 03 25 13 38 MAX   156
2022 03 25 19 50 MIN    68
2022 03 26 03 29 MAX   178
2022 03 26 10 11 MIN   102
2022 03 26 15 44 MAX   143
2022 03 26 21 43 MIN    78
2022 03 27 05 35 MAX   186
2022 03 27 11 58 MIN    86
2022 03 27 17 39 MAX   157
2022 03 27 23 33 MIN    67
2022 03 28 06 44 MAX   205
2022 03 28 12 51 MIN    64
2022 03 28 18 43 MAX   180
2022 03 29 00 40 MIN    46
2022 03 29 07 30 MAX   224
2022 03 29 13 29 MIN    42
2022 03 29 19 29 MAX   204
2022 03 30 01 27 MIN    25
2022 03 30 08 07 MAX   239
2022 03 30 14 02 MIN    23
2022 03 30 20 09 MAX   225
2022 03 31 02 07 MIN    11
2022 03 31 08 41 MAX   248
2022 03 31 14 35 MIN    10
2022 03 31 20 47 MAX   240
2022 04 01 02 43 MIN     4
2022 04 01 09 12 MAX   250
2022 04 01 15 06 MIN     2
2022 04 01 21 22 MAX   249
2022 04 02 03 17 MIN     5
2022 04 02 09 41 MAX   245
2022 04 02 15 36 MIN     1
2022 04 02 21 56 MAX   250
2022 04 03 03 50 MIN    13
2022 04 03 10 06 MAX   235
2022 04 03 16 04 MIN     7
2022 04 03 22 27 MAX   246
2022 04 04 04 21 MIN    27
2022 04 04 10 30 MAX   222
2022 04 04 16 31 MIN    16
2022 04 04 22 57 MAX   237
2022 04 05 04 50 MIN    43
2022 04 05 10 51 MAX   208
2022 04 05 16 56 MIN    29
2022 04 05 23 26 MAX   225
2022 04 06 05 19 MIN    60
2022 04 06 11 12 MAX   193
2022 04 06 17 22 MIN    45
2022 04 06 23 57 MAX   210
2022 04 07 05 52 MIN    78
2022 04 07 11 36 MAX   177
2022 04 07 17 52 MIN    62
2022 04 08 00 35 MAX   194
2022 04 08 06 32 MIN    97
2022 04 08 12 06 MAX   159
2022 04 08 18 32 MIN    80
2022 04 09 01 29 MAX   177
2022 04 09 07 41 MIN   113
2022 04 09 12 57 MAX   141
2022 04 09 19 51 MIN    97
2022 04 10 03 11 MAX   167
2022 04 10 10 45 MIN   116
2022 04 10 16 19 MAX   134
2022 04 10 22 10 MIN   100
2022 04 11 05 18 MAX   173
2022 04 11 12 14 MIN   100
2022 04 11 18 00 MAX   151
2022 04 11 23 41 MIN    87
2022 04 12 06 23 MAX   188
2022 04 12 12 48 MIN    83
2022 04 12 18 44 MAX   171
2022 04 13 00 33 MIN    68
2022 04 13 07 02 MAX   205
2022 04 13 13 14 MIN    64
2022 04 13 19 19 MAX   192
2022 04 14 01 12 MIN    48
2022 04 14 07 35 MAX   222
2022 04 14 13 38 MIN    44
2022 04 14 19 52 MAX   215
2022 04 15 01 47 MIN    29
2022 04 15 08 06 MAX   237
2022 04 15 14 05 MIN    23
2022 04 15 20 27 MAX   237
2022 04 16 02 22 MIN    14
2022 04 16 08 39 MAX   249
2022 04 16 14 35 MIN     4
2022 04 16 21 03 MAX   256
2022 04 17 02 59 MIN     4
2022 04 17 09 12 MAX   254
2022 04 17 15 07 MIN    -9
2022 04 17 21 40 MAX   268
2022 04 18 03 37 MIN     3
2022 04 18 09 47 MAX   252
2022 04 18 15 42 MIN   -13
2022 04 18 22 19 MAX   271
2022 04 19 04 17 MIN    12
2022 04 19 10 23 MAX   242
2022 04 19 16 19 MIN    -7
2022 04 19 22 59 MAX   264
2022 04 20 04 59 MIN    29
2022 04 20 11 00 MAX   224
2022 04 20 16 57 MIN     8
2022 04 20 23 42 MAX   248
2022 04 21 05 46 MIN    52
2022 04 21 11 41 MAX   200
2022 04 21 17 40 MIN    30
2022 04 22 00 32 MAX   226
2022 04 22 06 43 MIN    77
2022 04 22 12 29 MAX   176
2022 04 22 18 32 MIN    55
2022 04 23 01 39 MAX   203
2022 04 23 08 06 MIN    96
2022 04 23 13 47 MAX   157
2022 04 23 19 48 MIN    76
2022 04 24 03 22 MAX   191
2022 04 24 10 02 MIN    99
2022 04 24 15 49 MAX   154
2022 04 24 21 33 MIN    85
2022 04 25 05 05 MAX   194
2022 04 25 11 27 MIN    85
2022 04 25 17 22 MAX   170
2022 04 25 23 09 MIN    77
2022 04 26 06 10 MAX   206
2022 04 26 12 18 MIN    67
2022 04 26 18 20 MAX   191
2022 04 27 00 14 MIN    63
2022 04 27 06 56 MAX   217
2022 04 27 12 56 MIN    50
2022 04 27 19 05 MAX   212
2022 04 28 01 01 MIN    49
2022 04 28 07 33 MAX   226
2022 04 28 13 30 MIN    34
2022 04 28 19 45 MAX   230
2022 04 29 01 41 MIN    40
2022 04 29 08 06 MAX   230
2022 04 29 14 02 MIN    23
2022 04 29 20 22 MAX   242
2022 04 30 02 18 MIN    35
2022 04 30 08 37 MAX   230
2022 04 30 14 33 MIN    17
2022 04 30 20 58 MAX   250
2022 05 01 02 53 MIN    35
2022 05 01 09 05 MAX   226
2022 05 01 15 02 MIN    16
2022 05 01 21 30 MAX   252
2022 05 02 03 25 MIN    40
2022 05 02 09 31 MAX   220
2022 05 02 15 31 MIN    19
2022 05 02 22 01 MAX   250
2022 05 03 03 57 MIN    47
2022 05 03 09 56 MAX   212
2022 05 03 15 59 MIN    26
2022 05 03 22 32 MAX   245
2022 05 04 04 28 MIN    57
2022 05 04 10 20 MAX   204
2022 05 04 16 26 MIN    37
2022 05 04 23 02 MAX   236
2022 05 05 05 00 MIN    69
2022 05 05 10 47 MAX   193
2022 05 05 16 56 MIN    50
2022 05 05 23 35 MAX   224
2022 05 06 05 35 MIN    83
2022 05 06 11 17 MAX   181
2022 05 06 17 30 MIN    66
2022 05 07 00 14 MAX   210
2022 05 07 06 19 MIN    98
2022 05 07 11 54 MAX   166
2022 05 07 18 14 MIN    83
2022 05 08 01 05 MAX   196
2022 05 08 07 22 MIN   111
2022 05 08 12 54 MAX   153
2022 05 08 19 24 MIN    98
2022 05 09 02 21 MAX   185
2022 05 09 09 08 MIN   116
2022 05 09 15 11 MAX   148
2022 05 09 21 04 MIN   104
2022 05 10 03 55 MAX   184
2022 05 10 10 48 MIN   107
2022 05 10 16 57 MAX   160
2022 05 10 22 34 MIN    98
2022 05 11 05 10 MAX   193
2022 05 11 11 40 MIN    91
2022 05 11 17 53 MAX   179
2022 05 11 23 38 MIN    83
2022 05 12 06 01 MAX   205
2022 05 12 12 15 MIN    71
2022 05 12 18 36 MAX   202
2022 05 13 00 28 MIN    66
2022 05 13 06 43 MAX   219
2022 05 13 12 48 MIN    49
2022 05 13 19 17 MAX   226
2022 05 14 01 12 MIN    48
2022 05 14 07 22 MAX   232
2022 05 14 13 23 MIN    27
2022 05 14 19 57 MAX   249
2022 05 15 01 55 MIN    34
2022 05 15 08 02 MAX   241
2022 05 15 14 00 MIN     8
2022 05 15 20 39 MAX   268
2022 05 16 02 38 MIN    25
2022 05 16 08 41 MAX   246
2022 05 16 14 39 MIN    -3
2022 05 16 21 22 MAX   280
2022 05 17 03 22 MIN    23
2022 05 17 09 23 MAX   243
2022 05 17 15 20 MIN    -6
2022 05 17 22 06 MAX   282
2022 05 18 04 06 MIN    30
2022 05 18 10 05 MAX   234
2022 05 18 16 02 MIN     1
2022 05 18 22 52 MAX   275
2022 05 19 04 54 MIN    44
2022 05 19 10 49 MAX   220
2022 05 19 16 47 MIN    17
2022 05 19 23 40 MAX   259
2022 05 20 05 45 MIN    62
2022 05 20 11 37 MAX   202
2022 05 20 17 36 MIN    38
2022 05 21 00 33 MAX   240
2022 05 21 06 45 MIN    80
2022 05 21 12 35 MAX   185
2022 05 21 18 33 MIN    61
2022 05 22 01 36 MAX   221
2022 05 22 07 58 MIN    93
2022 05 22 13 52 MAX   174
2022 05 22 19 43 MIN    80
2022 05 23 02 53 MAX   208
2022 05 23 09 21 MIN    96
2022 05 23 15 24 MAX   174
2022 05 23 21 04 MIN    91
2022 05 24 04 14 MAX   203
2022 05 24 10 35 MIN    89
2022 05 24 16 45 MAX   185
2022 05 24 22 28 MIN    93
2022 05 25 05 20 MAX   204
2022 05 25 11 32 MIN    78
2022 05 25 17 46 MAX   200
2022 05 25 23 37 MIN    88
2022 05 26 06 11 MAX   207
2022 05 26 12 15 MIN    66
2022 05 26 18 36 MAX   215
2022 05 27 00 31 MIN    81
2022 05 27 06 53 MAX   209
2022 05 27 12 53 MIN    55
2022 05 27 19 19 MAX   228
2022 05 28 01 16 MIN    74
2022 05 28 07 28 MAX   211
2022 05 28 13 28 MIN    46
2022 05 28 19 58 MAX   239
2022 05 29 01 56 MIN    69
2022 05 29 08 01 MAX   211
2022 05 29 14 01 MIN    40
2022 05 29 20 34 MAX   246
2022 05 30 02 33 MIN    66
2022 05 30 08 31 MAX   211
2022 05 30 14 33 MIN    37
2022 05 30 21 08 MAX   251
2022 05 31 03 07 MIN    66
2022 05 31 09 00 MAX   210
2022 05 31 15 05 MIN    38
2022 05 31 21 41 MAX   252
2022 06 01 03 40 MIN    67
2022 06 01 09 30 MAX   208
2022 06 01 15 35 MIN    41
2022 06 01 22 14 MAX   250
2022 06 02 04 14 MIN    71
2022 06 02 10 00 MAX   204
2022 06 02 16 08 MIN    48
2022 06 02 22 47 MAX   246
2022 06 03 04 47 MIN    78
2022 06 03 10 33 MAX   199
2022 06 03 16 42 MIN    57
2022 06 03 23 22 MAX   238
2022 06 04 05 24 MIN    87
2022 06 04 11 09 MAX   191
2022 06 04 17 20 MIN    70
2022 06 05 00 01 MAX   228
2022 06 05 06 05 MIN    97
2022 06 05 11 51 MAX   181
2022 06 05 18 04 MIN    83
2022 06 06 00 46 MAX   217
2022 06 06 06 55 MIN   106
2022 06 06 12 48 MAX   173
2022 06 06 18 59 MIN    95
2022 06 07 01 40 MAX   208
2022 06 07 07 58 MIN   110
2022 06 07 14 09 MAX   170
2022 06 07 20 08 MIN   103
2022 06 08 02 44 MAX   202
2022 06 08 09 10 MIN   107
2022 06 08 15 39 MAX   176
2022 06 08 21 25 MIN   104
2022 06 09 03 52 MAX   202
2022 06 09 10 15 MIN    95
2022 06 09 16 52 MAX   191
2022 06 09 22 40 MIN    98
2022 06 10 04 55 MAX   208
2022 06 10 11 09 MIN    78
2022 06 10 17 51 MAX   211
2022 06 10 23 45 MIN    86
2022 06 11 05 50 MAX   215
2022 06 11 11 58 MIN    58
2022 06 11 18 43 MAX   233
2022 06 12 00 41 MIN    72
2022 06 12 06 41 MAX   224
2022 06 12 12 44 MIN    38
2022 06 12 19 33 MAX   255
2022 06 13 01 34 MIN    58
2022 06 13 07 30 MAX   231
2022 06 13 13 32 MIN    22
2022 06 13 20 22 MAX   272
2022 06 14 02 24 MIN    49
2022 06 14 08 19 MAX   236
2022 06 14 14 19 MIN    11
2022 06 14 21 11 MAX   284
2022 06 15 03 13 MIN    44
2022 06 15 09 07 MAX   237
2022 06 15 15 06 MIN     8
2022 06 15 22 00 MAX   288
2022 06 16 04 01 MIN    45
2022 06 16 09 56 MAX   234
2022 06 16 15 54 MIN    12
2022 06 16 22 48 MAX   285
2022 06 17 04 50 MIN    52
2022 06 17 10 44 MAX   227
2022 06 17 16 43 MIN    24
2022 06 17 23 36 MAX   274
2022 06 18 05 39 MIN    63
2022 06 18 11 36 MAX   217
2022 06 18 17 32 MIN    41
2022 06 19 00 25 MAX   258
2022 06 19 06 31 MIN    76
2022 06 19 12 30 MAX   207
2022 06 19 18 24 MIN    61
2022 06 20 01 14 MAX   240
2022 06 20 07 26 MIN    87
2022 06 20 13 31 MAX   198
2022 06 20 19 19 MIN    81
2022 06 21 02 08 MAX   222
2022 06 21 08 27 MIN    94
2022 06 21 14 41 MAX   193
2022 06 21 20 22 MIN    99
2022 06 22 03 08 MAX   208
2022 06 22 09 33 MIN    96
2022 06 22 15 57 MAX   194
2022 06 22 21 35 MIN   111
2022 06 23 04 14 MAX   198
2022 06 23 10 36 MIN    93
2022 06 23 17 07 MAX   201
2022 06 23 22 54 MIN   116
2022 06 24 05 16 MAX   193
2022 06 24 11 30 MIN    87
2022 06 24 18 06 MAX   211
2022 06 25 00 03 MIN   113
2022 06 25 06 09 MAX   193
2022 06 25 12 16 MIN    79
2022 06 25 18 56 MAX   222
2022 06 26 00 57 MIN   106
2022 06 26 06 52 MAX   195
2022 06 26 12 57 MIN    71
2022 06 26 19 38 MAX   232
2022 06 27 01 41 MIN    98
2022 06 27 07 31 MAX   198
2022 06 27 13 36 MIN    63
2022 06 27 20 17 MAX   241
2022 06 28 02 20 MIN    90
2022 06 28 08 07 MAX   203
2022 06 28 14 13 MIN    57
2022 06 28 20 53 MAX   248
